Question ID,Topic,Ref #,Question (FI),Question (EN),Option A (FI),Option A (EN),Option B (FI),Option B (EN),Option C (FI),Option C (EN),Correct (A/B/C),Focus words (FI),Focus words (EN),Positive clues (FI),Positive clues (EN),Negative clues (FI),Negative clues (EN),Explanation (EN),Difficulty,Tags,Status,Reviewer notes
Q272,Työaika / ajopäiväkirja,P58,Mikä seuraavista kuljettajan työaikaa koskevista väittämistä ei pidä paikkaansa?,Which of the following statements about a driver's working time is NOT true?,Taksinkuljettajan vuorokautinen työaika saa olla enimmillään 11 tuntia 24 tunnin ajanjaksossa.,A taxi driver's daily working time may be at most 11 hours in a 24-hour period.,Työaika on varsinaisen ajotyön lisäksi myös taksiasemalla oloaika ja auton siivoamiseen käytetty aika.,"Working time includes, in addition to actual driving, time at the taxi rank and time spent cleaning the car.",Työaika on myös kuljettajan työpäivän aikana pitämä kahden tunnin tauko.,Working time also includes a two-hour break taken during the driver's working day.,C,työaikaa koskevista väittämistä ei pidä paikkaansa,working time statement that is NOT true,Työaika on myös kuljettajan työpäivän aikana pitämä kahden tunnin tauko,working time also includes the two-hour break,enimmillään 11 tuntia; taksiasemalla oloaika,at most 11 hours; time at the rank,C is false: breaks are NOT counted as working time. A (11-hour max) and B (rank time + cleaning = working time) are both correct.,Medium,working hours; break; NOT working time,ai-draft,
Q273,Työaika / ajopäiväkirja,P64,Jokaisen työsuhteessa olevan taksinkuljettajan velvollisuutena on täyttää ajopäiväkirja. Mitä ajopäiväkirjaan muun muassa merkitään?,"Every employed taxi driver must keep a logbook. What is recorded in it, among other things?",Työvuoron aloitus- ja lopetusaika sekä taukojen ajankohdat.,The start and end time of the shift and the times of breaks.,Tauot ja niiden aikana nautittu ravinto.,Breaks and the food consumed during them.,Lyhyt selvitys työvuoron aikana tapahtuneista ongelmatilanteista.,A brief description of problem situations during the shift.,A,ajopäiväkirja,logbook,Työvuoron aloitus- ja lopetusaika sekä taukojen ajankohdat,shift start/end times and break times,nautittu ravinto; ongelmatilanteista,food consumed; problem situations,The logbook records shift times and breaks (A). Food (B) and incident reports (C) are not required entries.,Medium,logbook; shift times; breaks,ai-draft,
Q274,Hätätilanne / poliisi / ensiapu,P65,Yleinen hätänumero on?,What is the general emergency number?,118.,118.,119.,119.,112.,112.,C,Yleinen hätänumero,general emergency number,112,112,118; 119,118; 119,112 is Finland's general emergency number (C).,Easy,emergency number; 112,ai-draft,
Q275,Hätätilanne / poliisi / ensiapu,P67,Ennakoivassa ajotavassa tärkeintä on?,What is most important in anticipatory driving?,Osata toimia oikein onnettomuuden sattuessa.,Knowing how to act correctly when an accident happens.,Taito toimia oikein vaaratilanteessa onnettomuuden välttämiseksi.,The skill to act correctly in a dangerous situation to avoid an accident.,"Pyrkiä ajamaan niin, ettei joudu vaara- eikä onnettomuustilanteeseen.",Aiming to drive so that you never end up in a dangerous or accident situation.,C,Ennakoivassa ajotavassa,anticipatory driving,"ajamaan niin, ettei joudu vaara- eikä onnettomuustilanteeseen",drive so you never reach a dangerous situation,onnettomuuden sattuessa; vaaratilanteessa onnettomuuden välttämiseksi,when an accident happens; in a dangerous situation,Preventing danger before it arises is the essence of anticipatory driving (C).,Medium,anticipatory driving; proactive,ai-draft,
Q276,Hätätilanne / poliisi / ensiapu,P68,Ajat melko vilkasliikenteistä valtatietä kohti taksiasemaa. Yhtäkkiä huomaat polkupyöräilijän kaatuvan ja jäävän maahan liikkumattomana. Mikä on ensimmäinen ensiaputoimenpiteesi?,You are driving on a busy main road when you see a cyclist fall and lie motionless. What is your first first-aid action?,Hengitysteiden avaaminen.,Open the airway.,Polkupyöräilijän tutkiminen mahdollisten murtumien ja verenvuotojen havaitsemiseksi.,Examine the cyclist for possible fractures and bleeding.,Polkupyöräilijän siirtäminen turvallisempaan paikkaan.,Move the cyclist to a safer place.,A,polkupyöräilijän kaatuvan; ensimmäinen ensiaputoimenpite,a cyclist falling; first first-aid action,Hengitysteiden avaaminen,open the airway,tutkiminen mahdollisten murtumien ja verenvuotojen havaitsemiseksi; siirtäminen turvallisempaan paikkaan,examine for fractures; move to a safer place,Airway first — check it is open and clear (A). Fracture check (B) comes later; moving a possible spinal injury (C) risks harm.,Medium,first aid; airway; fallen cyclist,ai-draft,
Q277,Alkolukko / alkoholi,P70,Kuinka kauan rattijuopumukseen syyllistynyt ei voi hakea taksinkuljettajan ajolupaa?,For how long may someone convicted of drink-driving not apply for a taxi driver's licence?,Vuoden ajan.,For one year.,Kolmen vuoden ajan.,For three years.,Viiden vuoden ajan.,For five years.,C,rattijuopumukseen syyllistynyt,convicted of drink-driving,Viiden vuoden ajan,for five years,Vuoden ajan; Kolmen vuoden ajan,one year; three years,A drink-driving conviction bars the applicant from a taxi licence for five years (C).,Medium,drink-driving; five year ban; licence,ai-draft,
Q278,Ajolupa / viranomainen,P72,Taksinkuljettajan ajoluvan voi peruuttaa?,Who can revoke a taxi driver's licence?,Poliisi.,The police.,Taksin paikallisyhdistys.,The local taxi association.,Liikenne- ja viestintävirasto (Traficom).,Traficom.,A,ajoluvan voi peruuttaa,can revoke the licence,Poliisi,the police,Taksin paikallisyhdistys; Liikenne- ja viestintävirasto,local taxi association; Traficom,The police revoke taxi licences (A).,Medium,licence revocation; police,ai-draft,
Q279,Ajolupa / viranomainen,P73,"Kuinka pitkään B-luokan ajo-oikeuden on pitänyt olla voimassa, jotta taksinkuljettajan ajolupa voidaan myöntää?",How long must a class B driving licence have been held before a taxi driver's licence can be granted?,Vähintään yhden vuoden ajan.,For at least one year.,Vähintään kolmen vuoden ajan.,For at least three years.,Vähintään viiden vuoden ajan.,For at least five years.,A,B-luokan ajo-oikeuden on pitänyt olla voimassa,class B licence must have been held,Vähintään yhden vuoden ajan,at least one year,Vähintään kolmen vuoden ajan; Vähintään viiden vuoden ajan,three years; five years,The class B licence must have been valid for at least one year (A).,Easy,class B licence; one year; prerequisite,ai-draft,
Q280,Ajolupa / viranomainen,P75,Mikä viranomainen myöntää taksinkuljettajan ajoluvan?,Which authority grants the taxi driver's licence?,Poliisi.,The police.,Liikenne- ja viestintävirasto (Traficom).,The Finnish Transport and Communications Agency (Traficom).,TE-toimisto.,The Employment and Economic Development Office (TE Office).,B,myöntää taksinkuljettajan ajoluvan,grants the taxi driver's licence,Liikenne- ja viestintävirasto (Traficom),Traficom,Poliisi; TE-toimisto,police; TE Office,Traficom grants taxi driver licences (B).,Easy,Traficom; licence grant,ai-draft,
Q281,Työaika / ajopäiväkirja,P76,Aino aloittaa työvuoronsa klo 5.30 ja tekee aamulla monipuolisia ajoja. Milloin Ainon on pidettävä ensimmäinen tauko?,Aino starts her shift at 5:30. When must she take her first break?,Sitten kun hän tuntee itsensä väsyneeksi.,When she feels tired.,"Viimeistään klo 11, sillä kuljettajan yhtäjaksoinen työaika saa olla enintään 5,5 tuntia.","By 11:00 at the latest, as the driver's continuous working time may be at most 5.5 hours.","Viimeistään klo 10, sillä kuljettajan yhtäjaksoinen työaika saa olla enintään 4,5 tuntia.","By 10:00 at the latest, as the driver's continuous working time may be at most 4.5 hours.",B,5.30; ensimmäinen tauko,5:30; first break,"Viimeistään klo 11; 5,5 tuntia",by 11:00; 5.5 hours,tuntee itsensä väsyneeksi; klo 10,when she feels tired; by 10:00,5:30 + 5.5 hours = 11:00: the first break must be taken by then (B). Fatigue-based (A) has no legal basis; 4.5 hours (C) is wrong.,Medium,break; 5.5 hours; working hours; shift,ai-draft,
Q282,Ajoneuvo / lupavelvoitteet,P79,Laissa liikenteen palveluista on lueteltu erilaisia laatuvaatimuksia. Mikä seuraavista vaihtoehdoista pitää paikkansa?,The Transport Services Act lists various quality requirements. Which is correct?,Laatuvaatimukset koskevat ainoastaan taksiluvan haltijaa.,Quality requirements apply only to the licence holder.,Laatuvaatimukset koskevat jokaista taksinkuljettajaa.,Quality requirements apply to every taxi driver.,"Laatuvaatimukset koskevat ainoastaan niitä yrittäjiä, joilla on enemmän kuin kaksi vakituista työntekijää.",Quality requirements apply only to operators with more than two permanent employees.,B,laatuvaatimukset,quality requirements,koskevat jokaista taksinkuljettajaa,apply to every taxi driver,ainoastaan taksiluvan haltijaa; enemmän kuin kaksi vakituista työntekijää,only the licence holder; more than two employees,Quality requirements apply to every taxi driver (B).,Medium,quality requirements; Transport Services Act,ai-draft,
Q283,Liikennesäännöt / ajotapa,Q15,"Miten toimit, kun kyydissä oleva asiakas pyytää ajamaan ylinopeutta?",How do you act when the passenger asks you to speed?,"Kerrot asiakkaalle, ettet voi ajaa ylinopeutta, koska asetettua nopeusrajoitusta ei saa ylittää.",You tell the customer you cannot speed because the speed limit must not be exceeded.,"Kerrot asiakkaalle, että voit ajaa ylinopeutta, jos asiakkaan kanssa on sovittu, että hän ottaa vastattavakseen oikeudelliset seuraamukset.",You tell them you can speed if they agree to take legal responsibility.,"Kerrot asiakkaalle, ettet voi ajaa ylinopeutta, koska tieliikennelain mukaan se on sallittua vain kiireellisissä sairaustapauksissa.",You tell them you cannot speed because the Road Traffic Act only allows it in urgent medical cases.,A,pyytää ajamaan ylinopeutta,asks you to speed,nopeusrajoitusta ei saa ylittää,the speed limit must not be exceeded,hän ottaa vastattavakseen oikeudelliset seuraamukset; vain kiireellisissä sairaustapauksissa,takes legal responsibility; only in urgent medical cases,"The limit must not be exceeded, full stop (A).",Easy,speeding; speed limit; illegal,ai-draft,
Q284,Liikennesäännöt / ajotapa,Q17,Milloin saat ajaa taksilla moottoriajoneuvolla ajo kielletty -liikennemerkillä merkityllä kadulla?,When may you drive a taxi on a street marked with a 'no motor vehicles' sign?,Kun olet menossa kadun varrella olevalle kiinteistölle.,When you are going to a property on that street.,Kun auto menee rikki kesken ajon.,When the car breaks down mid-journey.,Kun asiakas pyytää ajamaan kyseisen merkin ohi.,When the customer asks you to drive past the sign.,A,moottoriajoneuvolla ajo kielletty,no motor vehicles sign,menossa kadun varrella olevalle kiinteistölle,going to a property on that street,auto menee rikki; asiakas pyytää,car breaks down; customer asks,Property access on that street is the permitted exception (A).,Medium,traffic sign; no motor vehicles; property access,ai-draft,
Q285,Yleinen taksinkuljettajan velvollisuus,Q20,Mikä seuraavista on oikein liittyen puhelimen hands-free-laitteeseen?,Which of the following is correct regarding a hands-free device?,"Hands-free-laitetta ei tarvitse käyttää ajoneuvon liikkuessa, jos puhelu kestää alle minuutin.",A hands-free device is not required while the vehicle is moving if the call lasts under a minute.,"Kuljettaja saa ajoneuvon liikkuessa puhua puhelimeen hands-free-laitetta käyttäen, jos se on kuljetuksen suorittamiseksi välttämätöntä.","The driver may use the phone with a hands-free device while driving, if it is essential for carrying out the transport.","Jos taksissa ei ole asiakkaita, kuljettaja saa ajoneuvon liikkuessa puhua puhelimeen ilman hands-free-laitetta.","If there are no customers, the driver may use the phone without a hands-free device while moving.",B,hands-free-laitteeseen,hands-free device,"hands-free-laitetta käyttäen, jos se on kuljetuksen suorittamiseksi välttämätöntä",using hands-free if essential for the transport,alle minuutin; ilman hands-free-laitetta,under a minute; without hands-free,Phone calls while driving require hands-free and must be essential for the transport (B).,Medium,phone; hands-free; essential,ai-draft,
Q286,Koulu / päivähoito,Q22,Miksi alkolukko vaaditaan pakollisena varusteena kunnan tilaamissa koulu- ja päivähoitokuljetuksissa?,Why is an alcolock required as mandatory equipment in municipally ordered school and daycare transport?,"Sillä estetään ajoneuvon liikkuminen, jos kuljettaja on nauttinut alkoholia.",It prevents the vehicle from being driven if the driver has consumed alcohol.,Se on tarkoitettu ainoastaan työnantajan seurantavälineeksi kuljettajan alkoholin käytöstä.,It is intended only as an employer monitoring tool for the driver's alcohol use.,Sillä poliisi tarkistaa liikenteen valvonnassa kuljettajan ajokunnon.,It allows the police to check the driver's fitness during traffic enforcement.,A,alkolukko; koulu- ja päivähoitokuljetuksissa,alcolock; school and daycare transport,"estetään ajoneuvon liikkuminen, jos kuljettaja on nauttinut alkoholia",prevents driving if the driver has consumed alcohol,työnantajan seurantavälineeksi; poliisi tarkistaa liikenteen valvonnassa kuljettajan ajokunnon,employer monitoring tool; police check fitness,The alcolock's purpose is to prevent an intoxicated driver from starting the vehicle (A). It is not an employer tool (B) or a police enforcement device (C).,Easy,alcolock; school transport; purpose,ai-draft,
Q287,Liikennesäännöt / ajotapa,Q23,Liikenteessä on poikkeusjärjestelyjä liikenneonnettomuuden vuoksi. Saat samaan aikaan keskenään ristiriitaisia toimintaohjeita kolmelta taholta. Kenen ohjeita tulee noudattaa?,Special traffic arrangements are in place due to an accident. You receive contradictory instructions from three parties simultaneously. Whose instructions must you follow?,Liikenneviraston.,The Finnish Transport Agency.,Poliisin.,The police.,Työnantajasi.,Your employer.,B,ristiriitaisia toimintaohjeita,contradictory instructions,Poliisin,the police,Liikenneviraston; Työnantajasi,the Transport Agency; your employer,The police have on-scene authority (B).,Easy,police authority; accident; traffic management,ai-draft,
Q288,Hätätilanne / poliisi / ensiapu,Q3,Miksi avun hälyttämiseen onnettomuuspaikalle kannattaa käyttää 112 Suomi -mobiilisovellusta?,Why is it recommended to use the 112 Suomi mobile app at an accident scene?,Hätäpuhelu menee sillä nopeimmin läpi.,Emergency calls go through fastest with it.,Hätäkeskus saa sen kautta automaattisesti tiedon onnettomuuspaikan sijainnista.,The emergency centre automatically receives the accident location through it.,Soittaminen sen kautta on halvempaa.,Calling through it is cheaper.,B,112 Suomi -mobiilisovellusta,112 Suomi app,automaattisesti tiedon onnettomuuspaikan sijainnista,automatically sends the accident location,nopeimmin läpi; halvempaa,fastest; cheaper,The app sends GPS location automatically (B).,Easy,112 app; emergency; GPS,ai-draft,
Q289,Koulu / päivähoito,Q37,"Alkolukko on pakollinen varuste autoissa, joilla suoritetaan koulu- tai päivähoitokuljetuksia. Alkolukko säädetään siten, että ajoneuvon käynnistyminen estyy, jos kuljettajan uloshengitysilman alkoholipitoisuus on?",The alcolock is mandatory in school/daycare transport vehicles. It is set so that the vehicle cannot start if the driver's breath alcohol concentration is?,"0,10 mg/l tai enemmän.",0.10 mg/l or more.,"0,50 mg/l tai enemmän.",0.50 mg/l or more.,Yli 0 mg/l.,Above 0 mg/l.,A,uloshengitysilman alkoholipitoisuus; käynnistyminen estyy,breath alcohol concentration; vehicle cannot start,"0,10 mg/l tai enemmän",0.10 mg/l or more,"0,50 mg/l; Yli 0 mg/l",0.50 mg/l; above 0 mg/l,"The school-transport alcolock threshold is 0.10 mg/l (A), stricter than the general drink-drive limit of 0.22 mg/l.",Hard,alcolock; 0.10 mg/l; school transport; threshold,ai-draft,
Q290,Liikennesäännöt / ajotapa,Q4,Miksi sinun on pimeässä moottoritielle pysähtyessäsi laitettava ajovalot päälle?,Why must you put on your lights when stopping on a motorway in the dark?,Jotta muut tienkäyttäjät näkevät pysähtyneen ajoneuvosi.,So that other road users can see your stationary vehicle.,Jotta havaitset paremmin tiealueella liikkuvat villieläimet.,So that you can better spot wild animals on the road area.,Koska pysäköinti- tai lähivalot kuluttavat vähemmän virtaa kuin lähivalot.,Because parking or dipped lights consume less power than dipped headlights.,A,pimeässä moottoritielle pysähtyessäsi,stopping on a motorway in the dark,muut tienkäyttäjät näkevät pysähtyneen ajoneuvosi,other road users can see your vehicle,villieläimet; kuluttavat vähemmän virtaa,wild animals; consume less power,Making your vehicle visible to approaching traffic prevents rear-end collisions (A).,Easy,lights; visibility; motorway; night,ai-draft,
Q291,Luvat / työaika / viranomaiset,Q5,"Kenen antamia liikennemääräyksiä tulee noudattaa, kun reitillä on liikenteen ohjaaja?",Whose traffic directions must you follow when there is a traffic controller on your route?,Traficomin.,Traficom's.,Tietyömaan urakoitsijan.,The road-works contractor's.,Liikenteen valvojan.,The traffic controller's.,C,liikenteen ohjaaja,traffic controller,Liikenteen valvojan,the traffic controller's,Traficomin; Tietyömaan urakoitsijan,Traficom's; the contractor's,The on-site traffic controller's directions must be followed (C).,Easy,traffic controller; authority,ai-draft,
Q292,Luvat / työaika / viranomaiset,Q55,"Kenen vastuulla on huolehtia, että taksissa on mukana liikennelupa?",Whose responsibility is it to ensure the taxi transport licence is in the taxi?,Taksinkuljettajan.,The taxi driver's.,Taksiliikennelupa haltijan.,The taxi transport licence holder's.,Taksiyrittäjän.,The taxi operator's.,A,on mukana liikennelupa,the transport licence is in the taxi,Taksinkuljettajan,the taxi driver's,Taksiliikennelupa haltijan; Taksiyrittäjän,the licence holder's; the taxi operator's,The driver is responsible for carrying the licence (A).,Easy,transport licence; driver responsibility,ai-draft,
Q293,Liikennesäännöt / ajotapa,Q60,Ajaessasi taksia saatko ajaa kyseisen liikennemerkin vaikutusalueella?,"When driving a taxi, may you drive in the area of the given sign (restricted access)?",Aina ajaessasi taksia.,Always when I am driving a taxi.,Vain jos asiakkaalla on painavia matkatavaroita.,Only if the customer has heavy luggage.,Aina jos noudan tai tuon asiakkaan.,Always if I am picking up or dropping off a customer.,C,liikennemerkin vaikutusalueella,area of the sign,Aina jos noudan tai tuon asiakkaan,always if picking up or dropping off,Aina ajaessasi taksia; painavia matkatavaroita,always; heavy luggage,Pickup or drop-off grants access (C).,Medium,restricted zone; pickup; drop-off,ai-draft,
Q294,Yleinen taksinkuljettajan velvollisuus,Q61,Milloin asiakkaalle on tarjottava kuitti?,When must a receipt be offered to the customer?,Vain jos asiakas erikseen pyytää.,Only if the customer specifically asks.,Ei koskaan — kuitti on vapaaehtoinen.,Never — a receipt is optional.,Aina jos noudan tai tuon asiakkaan.,Always when picking up or dropping off a customer.,C,kuitti,receipt,Aina jos noudan tai tuon asiakkaan,always for every ride,Vain jos asiakas erikseen pyytää; Ei koskaan,only if asked; never,A receipt must always be offered for every ride (C).,Easy,receipt; mandatory; review-flag,ai-draft,OCR RECONSTRUCTION: source question was garbled ('Kysymys on pakollinen?'); reconstructed as a receipt question based on context and the C option text. Key (C) unchanged.
Q295,Hätätilanne / poliisi / ensiapu,Q64,"Kuinka sinun tulee toimia, jos taksissa matkustava asiakas käyttäytyy aggressiivisesti?",How must you act if a passenger in your taxi behaves aggressively?,Jatkat ajoa puuttumatta asiaan.,You continue driving without intervening.,Vastaat aggressioon samalla tavalla.,You respond to the aggression in kind.,Rauhoittelet häntä puhumalla hänelle rauhallisesti ja ystävällisesti.,You try to calm them down by speaking calmly and kindly.,C,käyttäytyy aggressiivisesti,behaves aggressively,puhumalla hänelle rauhallisesti ja ystävällisesti,speaking calmly and kindly,puuttumatta asiaan; Vastaat aggressioon samalla tavalla,without intervening; respond in kind,Respond calmly to de-escalate (C).,Easy,aggressive passenger; de-escalation,ai-draft,
Q296,Hätätilanne / poliisi / ensiapu,Q71,"Taksiin tulee päihtynyt asiakas, joka ei pysty kertomaan osoitettaan tai määränpäätään. Miten kuljettajan tulee toimia?",An intoxicated customer boards who cannot state their address or destination. How must the driver act?,Jätät asiakkaan välittömästi kadulle ja jatkat työvuoroa.,You leave the customer immediately on the street and continue your shift.,"Huolehdit asiakkaan turvallisuudesta, yrität selvittää määränpään ja tarvittaessa soitat poliisin paikalle.","You look after the customer's safety, try to establish their destination, and call the police if needed.","Lähdet ajamaan ilman määränpäätä ja päätät itse, minne viet asiakkaan.",You start driving without a destination and decide yourself where to take the customer.,B,päihtynyt asiakas; ei pysty kertomaan osoitettaan,an intoxicated customer; cannot state their address,Huolehdit asiakkaan turvallisuudesta; yrität selvittää määränpään; soitat poliisin paikalle,you look after their safety; try to establish the destination; call the police if needed,"Jätät asiakkaan välittömästi kadulle; päätät itse, minne viet",leave on the street; decide yourself where to take them,"Ensure safety, try to find the destination, call police if necessary (B). Abandoning them (A) is unsafe; driving aimlessly and deciding the destination yourself (C) is wrong.",Medium,intoxicated passenger; duty of care; police,ai-draft,
Q297,Liikennesäännöt / ajotapa,Q72,"Millä tavoin taksinkuljettajan tulee toimia liikenteessä, jotta hän täyttää tienkäyttäjän ennakointivelvollisuuden?",How must a taxi driver act in traffic to fulfil the duty to anticipate?,"Ajamalla mahdollisimman nopeasti, jotta liikenne sujuu.",By driving as fast as possible so traffic flows well.,Keskittymällä vain omaan ajoneuvoonsa välittämättä muista.,By focusing only on their own vehicle and disregarding others.,Taksinkuljettajan on tienkäyttäjänä ennakoitava toisten tienkäyttäjien toimintaa.,"As a road user, the taxi driver must anticipate the actions of other road users.",C,ennakointivelvollisuuden,duty to anticipate,ennakoitava toisten tienkäyttäjien toimintaa,anticipate the actions of other road users,mahdollisimman nopeasti; Keskittymällä vain omaan ajoneuvoonsa,as fast as possible; focusing only on own vehicle,Anticipate other road users (C).,Easy,anticipation; road user; traffic safety,ai-draft,
Q298,Yleinen taksinkuljettajan velvollisuus,Q74,Missä asiakkaan tulisi istua kuljettajan turvallisuuden vuoksi?,Where should the customer sit for the driver's safety?,Etupenkillä kuljettajan vieressä.,In the front seat next to the driver.,Takapenkillä oikealla puolella.,In the back seat on the right side.,Takapenkillä etupenkin takana kuljettajan vieressä.,In the back seat behind the front seat next to the driver.,B,kuljettajan turvallisuuden vuoksi,for the driver's safety,Takapenkillä oikealla puolella,in the back seat on the right side,Etupenkillä kuljettajan vieressä; Takapenkillä etupenkin takana kuljettajan vieressä,front seat next to the driver; behind the front seat next to the driver,Sitting in the back right keeps the passenger away from the driver and in the driver's field of vision via the rear-view mirror (B). The seat directly behind the driver (C) is a blind spot.,Medium,passenger seating; driver safety; back right,ai-draft,
Q299,Koulu / päivähoito,Q9,Miten alkolukkoa tulee käyttää koulu- ja päivähoitokuljetuksissa?,How must the alcolock be used in school and daycare transport?,Poikkeustapauksessa taksiluvan haltijalla on oikeus olla käyttämättä alkolukkoa.,In exceptional cases the licence holder may waive the alcolock requirement.,"Jos ajoneuvo ei käynnisty, kuljettaja voi vaihtaa sellaiseen ajoneuvoon, jossa ei ole alkolukkoa.","If the vehicle will not start, the driver may switch to a vehicle without an alcolock.","Koulu- ja päivähoitokuljetuksissa tulee aina käyttää ajoneuvoa, johon on asennettu alkolukko.",School and daycare transport must always use a vehicle fitted with an alcolock.,C,alkolukkoa tulee käyttää; koulu- ja päivähoitokuljetuksissa,use the alcolock; school and daycare transport,"aina käyttää ajoneuvoa, johon on asennettu alkolukko",always use a vehicle fitted with an alcolock,"Poikkeustapauksessa taksiluvan haltijalla on oikeus olla käyttämättä alkolukkoa; vaihtaa sellaiseen ajoneuvoon, jossa ei ole alkolukkoa",may waive in exceptional cases; switch to a vehicle without one,An alcolock-fitted vehicle is always required for school/daycare transport — no exceptions (C). Waiving (A) and bypassing by switching vehicle (B) are both prohibited.,Medium,alcolock; school transport; always required,ai-draft,
Q300,Koulu / päivähoito,Q90,Miksi alkolukko vaaditaan pakollisena varusteena kunnan tilaamissa koulu- ja päivähoitokuljetuksissa?,Why is an alcolock required in municipally ordered school and daycare transport?,Se lisää lasten turvallisuutta ja vähentää onnettomuusriskiä.,It increases children's safety and reduces accident risk.,"Sillä estetään ajoneuvon liikkuminen, jos kuljettaja on nauttinut alkoholia.",It prevents the vehicle from moving if the driver has consumed alcohol.,Se on lakisääteinen vaatimus kunnan järjestämissä kuljetuksissa.,It is a statutory requirement in municipally arranged transport.,B,alkolukko vaaditaan; koulu- ja päivähoitokuljetuksissa,alcolock is required; school and daycare transport,"estetään ajoneuvon liikkuminen, jos kuljettaja on nauttinut alkoholia",prevents driving if the driver has consumed alcohol,lisää lasten turvallisuutta; lakisääteinen vaatimus,increases children's safety; statutory requirement,"The direct functional purpose is to prevent an intoxicated driver from starting the vehicle (B). A is a downstream benefit; C describes the legal framing, not the technical purpose.",Easy,alcolock; school transport; purpose,ai-draft,
Q301,Liikennesäännöt / ajotapa,W1,"Olet viemässä asiakasta sairaalasta kotiin. Yhtäkkiä huomaat ajoneuvon suistuneen tieltä. Takapenkillä istuva asiakas vaatii, että viet hänet välittömästi kotiin.",You are driving a customer home from hospital when you suddenly see a vehicle that has run off the road. Your customer demands you drive them home immediately.,Viet asiakkaan kotiin ja palaat sen jälkeen tapahtumapaikalle.,You take the customer home and return to the scene afterwards.,Soitat yleiseen hätänumeroon 112 ja jatkat matkaa.,You call 112 and continue your journey.,Pysähdyt tapahtumapaikalla ja soitat hätänumeroon.,You stop at the scene and call the emergency number.,C,"ajoneuvon suistuneen tieltä; asiakas vaatii, että viet hänet välittömästi kotiin",a vehicle off the road; customer demands to go home,Pysähdyt tapahtumapaikalla ja soitat hätänumeroon,stop at the scene and call 112,Viet asiakkaan kotiin ja palaat; Soitat yleiseen hätänumeroon 112 ja jatkat matkaa,take the customer home first; call 112 and continue,The duty to assist at an accident scene overrides the current journey — stop and call 112 (C). Taking the customer home first (A) delays help; calling while continuing (B) is better than nothing but still wrong.,Medium,accident; duty to assist; stop; emergency number,ai-draft,
Q302,Luvat / työaika / viranomaiset,W11,Koskeeko työaikalaki taksinkuljettajaa?,Does the Working Hours Act apply to taxi drivers?,Kyllä koskee.,"Yes, it does.","Ei koske, jos siitä on sovittu työnantajan kanssa.","No, if agreed with the employer.",Ei koske missään tilanteissa.,"No, under no circumstances.",A,työaikalaki,Working Hours Act,Kyllä koskee,yes,"Ei koske, jos siitä on sovittu; Ei koske missään",no if agreed; never,"Yes, always (A).",Easy,Working Hours Act,ai-draft,
Q303,Luvat / työaika / viranomaiset,W13,Millä alueella taksinkuljettajan ajolupa on voimassa?,In which area is a taxi driver's licence valid?,Kuljettajan pääasiallisessa asuinkunnassa.,In the driver's main municipality.,Euroopan unionin alueella.,In the EU.,Manner-Suomessa.,In mainland Finland.,C,ajolupa on voimassa,the licence is valid,Manner-Suomessa,mainland Finland,pääasiallisessa asuinkunnassa; Euroopan unionin alueella,home municipality; EU,Valid across mainland Finland (C).,Easy,licence; mainland Finland; validity area,ai-draft,
Q304,Luvat / työaika / viranomaiset,W14,Mikä seuraavista on peruste taksinkuljettajan ajoluvan peruuttamiselle?,Which of the following is a ground for revoking a taxi driver's licence?,Kuljettaja ei ole työskennellyt viimeisen kolmen vuoden aikana taksinkuljettajana.,The driver has not worked as a taxi driver for the last three years.,Alueella toimivat taksinkuljettajat ja taksiyrittäjät suosittelevat ajoluvan peruuttamista.,Local taxi drivers and operators recommend revocation.,Kuljettaja on syyllistynyt törkeään liikenneturvallisuuden vaarantamiseen.,The driver has committed aggravated endangerment of traffic safety.,C,peruste taksinkuljettajan ajoluvan peruuttamiselle,ground for revoking the licence,syyllistynyt törkeään liikenneturvallisuuden vaarantamiseen,committed aggravated endangerment of traffic safety,ei ole työskennellyt viimeisen kolmen vuoden; suosittelevat ajoluvan peruuttamista,has not worked in three years; recommend revocation,A serious traffic safety offence is the legal ground (C).,Medium,licence revocation; traffic offence,ai-draft,
Q305,Luvat / työaika / viranomaiset,W15,Mikä seuraavista kuljettajan työaikaa koskevista väittämistä ei pidä paikkaansa?,Which of the following working-time statements is NOT true?,Taksinkuljettajan vuorokautinen työaika saa olla enimmillään 11 tuntia 24 tunnin ajanjaksossa.,The daily working time may be at most 11 hours in a 24-hour period.,Työaika on varsinaisen ajotyön lisäksi myös taksiasemalla oloaikaa auton siivoamiseen.,Working time includes time at the rank and time spent cleaning the car.,Työaika on myös kuljettajan työpäivän aikana pitämä kahden tunnin tauko.,Working time also includes a two-hour break taken during the working day.,C,ei pidä paikkaansa,is NOT true,kahden tunnin tauko,two-hour break,enimmillään 11 tuntia; taksiasemalla oloaikaa,at most 11 hours; time at the rank,C is false: breaks are NOT working time (A and B are correct).,Medium,working hours; break; NOT working time,ai-draft,
