Question ID,Topic,Ref #,Question (FI),Question (EN),Option A (FI),Option A (EN),Option B (FI),Option B (EN),Option C (FI),Option C (EN),Correct (A/B/C),Focus words (FI),Focus words (EN),Positive clues (FI),Positive clues (EN),Negative clues (FI),Negative clues (EN),Explanation (EN),Difficulty,Tags,Status,Reviewer notes
Q024,Turvavyö / lapsi / turvalaite,M89,"Mihin 120 cm pituinen lapsi on taksissa sijoitettava, jos lasten turvalaitetta ei ole käytettävissä?",Where must a 120 cm tall child be placed in a taxi if a child restraint is not available?,Lapsen voi laittaa istumaan mille tahansa,The child may be seated anywhere.,Lapsen tulee istua takapenkille käyttäen turvavyötä.,The child must sit in the back seat using the seat belt.,Lapsen voi antaa itse valita,The child may be allowed to choose.,B,120 cm pituinen lapsi; lasten turvalaitetta ei ole käytettävissä,a 120 cm tall child; a child restraint is not available,istua takapenkille käyttäen turvavyötä,sit in the back seat using the seat belt,mille tahansa; antaa itse valita,anywhere; let the child choose,"Without a child restraint, a child of this height must travel in the back seat with the seat belt (B). Seating them anywhere (A) or letting them choose freely (C) is unsafe.",Medium,child; restraint; back seat; seatbelt,ai-draft,
Q025,Turvavyö / lapsi / turvalaite,M90,Mikä seuraavista lisää eniten taksinkuljettajien loukkaantumisriskiä liikenteessä?,Which of the following most increases taxi drivers' risk of injury in traffic?,ajoneuvon huono tekninen kunto.,the vehicle's poor technical condition.,Turvavyön käyttämättömyys.,not using the seat belt.,Aggressiivisesti käyttäytyvät asiakkaat. Aggressively behaving customers.,aggressively behaving customers.,B,loukkaantumisriskiä liikenteessä,risk of injury in traffic,Turvavyön käyttämättömyys,not using the seat belt,huono tekninen kunto; Aggressiivisesti käyttäytyvät asiakkaat,poor technical condition; aggressively behaving customers,Not wearing the seat belt is the factor that most increases a driver's injury risk (B). Poor vehicle condition (A) and aggressive customers (C) are real risks but not the leading cause of injury.,Medium,seatbelt; injury risk; driver safety,ai-draft,
Q026,Turvavyö / lapsi / turvalaite,M96,Mikä seuraavista on oikein koskien yksin matkustavan alle 15-vuotiaan asiakkaan turvavyön käyttöä?,Which of the following is correct regarding seat-belt use by a customer under 15 travelling alone?,Asiakas itse huolehtii turvavyön käytöstä.,The customer themselves is responsible for seat-belt use.,"Jos kyse ei ole koulukyydistä, kuljettajan ei tarvitse huolehtia asiakkaan turvavyön käytöstä.","If it is not a school ride, the driver does not need to see to the customer's seat-belt use.",Taksinkuljettajan on huolehdittava asiakkaan turvavyön käytöstä.,The taxi driver must see to the customer's seat-belt use.,C,yksin matkustavan alle 15-vuotiaan asiakkaan,a customer under 15 travelling alone,Taksinkuljettajan on huolehdittava,the taxi driver must see to,Asiakas itse huolehtii; ei tarvitse huolehtia,the customer themselves is responsible; does not need to see to,For an under-15 passenger the driver is responsible for seat-belt use (C). A and B wrongly shift or remove that responsibility.,Easy,seatbelt; under 15; driver responsibility,ai-draft,
Q027,Turvavyö / lapsi / turvalaite,P10,Miten alle 3-vuotiasta lasta tulee kuljettaa taksissa?,How must a child under 3 be transported in a taxi?,"Lasta voi kuljettaa ilman turvalaitetta, kunhan hän istuu takapenkillä turvavyöhön kytkettynä.","The child may be transported without a child restraint, as long as they sit in the back seat fastened with the seat belt.",Lasta voi kuljettaa täysi-ikäisen matkustajan sylissä takapenkillä.,The child may be carried on an adult passenger's lap in the back seat.,Lapsi tulee aina kuljettaa asianmukaisessa turvalaitteessa.,The child must always be transported in an appropriate child restraint.,C,alle 3-vuotiasta lasta,a child under 3,asianmukaisessa turvalaitteessa,in an appropriate child restraint,ilman turvalaitetta; matkustajan sylissä,without a child restraint; on a passenger's lap,A child under 3 must always ride in a proper child restraint (C). Travelling without one (A) or on a lap (B) is not allowed.,Easy,child; under 3; child restraint,ai-draft,
Q028,Turvavyö / lapsi / turvalaite,P12,"Kuinka toimit, kun tilausosoitteeseen saapuessasi huomaat, että matkustaja on kolmevuotias lapsi eikä autossasi ole hänelle sopivaa turvalaitetta?","How do you act when, arriving at the booking address, you notice a passenger is a three-year-old child and your car has no suitable child restraint for them?","Pahoittelet asiakkaille, ettet voi ottaa heitä kyytiin, ja ehdotat tilaavasi heille turvalaitteilla varustetun ajoneuvon.","You apologise that you cannot take them, and propose to order them a vehicle equipped with a child restraint.","Toivotat asiakkaat tervetulleiksi, mutta lapsi joutuu istumaan ilman turvalaitetta etupenkillä turvavöissä.","You welcome the customers, but the child must sit without a restraint in the front seat with the seat belt.","Toivotat asiakkaat tervetulleiksi taksiin, mutta lapsi joutuu istumaan ilman turvalaitetta.","You welcome the customers into the taxi, but the child must sit without a child restraint.",A,kolmevuotias lapsi; hänelle sopivaa turvalaitetta,a three-year-old child; a suitable child restraint for them,turvalaitteilla varustetun ajoneuvon,a vehicle equipped with a child restraint,ilman turvalaitetta etupenkillä; joutuu istumaan ilman turvalaitetta,without a restraint in the front seat; must sit without a child restraint,"Without a suitable restraint you cannot carry a 3-year-old; arrange a properly equipped vehicle (A). Seating the child without a restraint (B, C) is unsafe and not permitted.",Medium,child; child restraint; refusal; alternative vehicle,ai-draft,
Q029,Turvavyö / lapsi / turvalaite,P13,Mikä seuraavista pyörätuolin käyttöä ja kiinnittämistä koskevista väitteistä pitää paikkansa?,Which of the following statements about wheelchair use and securing is true?,Sähköpyörätuolia ei tarvitse kiinnittää ajoneuvoon.,An electric wheelchair does not need to be secured to the vehicle.,Asiakkaan ei tarvitse ajon aikana pyörätuolissa istuessaan käyttää ajoneuvon turvavyötä.,The customer does not need to use the vehicle's seat belt while seated in the wheelchair during the drive.,"Pyörätuoli tulee kiinnittää siten, että se estää ainoastaan sivusuuntaisen liikkeen.",The wheelchair must be secured so that it prevents only sideways movement.,B,pyörätuolin käyttöä ja kiinnittämistä,wheelchair use and securing,ei tarvitse ajon aikana pyörätuolissa istuessaan käyttää ajoneuvon turvavyötä,need not use the vehicle's seat belt while seated in the wheelchair during the drive,Sähköpyörätuolia ei tarvitse kiinnittää; ainoastaan sivusuuntaisen liikkeen,an electric wheelchair need not be secured; only sideways movement,"The marked answer is B. A is false — every wheelchair, including an electric one, must be secured. C is false — securing must restrain movement in all directions, not only sideways.",Hard,wheelchair; securing; seatbelt; review-flag,ai-draft,Marked-correct option B is pedagogically questionable: a wheelchair passenger normally should also use the vehicle's seat belt. Verify the answer key against the official source.
Q030,Pyörätuoli / avustaminen,P14,Mikä seuraavista pyörätuolin käyttöä ja kiinnittymistä koskevista väitteistä pitää paikkansa?,Which of the following statements about wheelchair use and securing is true?,Pyörätuoli on kiinnitettävä sen rungosta.,The wheelchair must be secured from its frame.,"Nimenomaan sisäkäyttöön tarkoitettua pyörätuolia ei tarvitse kiinnittää ajon aikana, jos taksimatkan pituus on alle kilometrin.",A wheelchair specifically meant for indoor use need not be secured during the drive if the taxi trip is under one kilometre.,"Asiakas päättää, kiinnitetäänkö pyörätuoli.",The customer decides whether the wheelchair is secured.,A,pyörätuolin käyttöä ja kiinnittymistä,wheelchair use and securing,Pyörätuoli on kiinnitettävä sen rungosta,the wheelchair must be secured from its frame,"ei tarvitse kiinnittää ajon aikana; Asiakas päättää, kiinnitetäänkö pyörätuoli",need not be secured during the drive; the customer decides whether to secure it,A wheelchair must be secured by its frame (A). Trip length (B) and customer preference (C) do not remove the requirement.,Medium,wheelchair; securing; frame,ai-draft,
Q031,Turvavyö / lapsi / turvalaite,P15,"Kasvava osa taksinkuljetuksista hoidetaan esteettömillä takseilla. Miten pyörätuoli on kiinnitettävä, kun matkustaja istuu matkan ajan pyörätuolissa?",Taxi transport is increasingly done with accessible vehicles. How must the wheelchair be secured when the passenger sits in the wheelchair throughout the journey?,Pyörätuolin jarrut laitetaan päälle ja pyörätuoli kiinnitetään auton turvavyöllä.,The wheelchair brakes are applied and the wheelchair is secured with the car's seat belt.,Pyörätuolin jarrut laitetaan päälle ja pyörätuoli kiinnitetään tuolin rungosta neljästä pisteestä.,The wheelchair brakes are applied and the wheelchair is secured by its frame at four points.,"Asiakas päättää, kiinnitetäänkö pyörätuoli.",The customer decides whether the wheelchair is secured.,B,pyörätuoli on kiinnitettävä; istuu matkan ajan pyörätuolissa,the wheelchair must be secured; sits in the wheelchair throughout the journey,kiinnitetään tuolin rungosta neljästä pisteestä; jarrut laitetaan päälle,secured by its frame at four points; the brakes are applied,"kiinnitetään auton turvavyöllä; Asiakas päättää, kiinnitetäänkö pyörätuoli",secured with the car's seat belt; the customer decides whether to secure it,"Secure the wheelchair by its frame at four points with the brakes on (B). The car seat belt alone (A) is not enough, and it is not the customer's choice (C).",Medium,wheelchair; four-point; securing,ai-draft,
Q032,Pyörätuoli / kiinnitys,P16,"Kenen vastuulla on pyörätuolin huolellinen kiinnittäminen taksiin, kun asiakkaalla on mukana henkilökohtainen avustaja?",Whose responsibility is the careful securing of the wheelchair in the taxi when the customer has a personal assistant with them?,Asiakkaan.,The customer's.,Taksinkuljettajan.,The taxi driver's.,Henkilökohtaisen avustajan.,The personal assistant's.,B,pyörätuolin huolellinen kiinnittäminen; henkilökohtainen avustaja,careful securing of the wheelchair; a personal assistant,Taksinkuljettajan,the taxi driver's,Asiakkaan; Henkilökohtaisen avustajan,the customer's; the personal assistant's,"Securing the wheelchair is always the taxi driver's responsibility (B), even when a personal assistant is present. It is not the customer's (A) or the assistant's (C) duty.",Easy,wheelchair; responsibility; personal assistant,ai-draft,
Q033,Turvavyö / lapsi / turvalaite,P19,"Taksit hoitavat merkittävän osan kuntien järjestämistä koulu- ja päiväkotikuljetuksista. Oppilaat ovat lapsia ja nuoria, mikä edellyttää kuljettajilta kykyä toimia heidän kanssaan. Oppilaskuljetuksia tekevän taksinkuljettajan kuuluu muun muassa:","Taxis handle a significant share of municipal school and daycare transport. The pupils are children and young people, which requires drivers able to work with them. A driver doing pupil transport should, among other things:","Oppilaan hakeminen ja vieminen sisältä, kotitehtävien tarkastaminen ja oppilaan saattaminen luokkaan.","Fetch and bring the pupil from indoors, check homework, and escort the pupil to the classroom.",Oppilaan turvavyön varmistaminen ja vastuulliseen liikennekäyttäytymiseen opastaminen.,Ensure the pupil's seat belt and guide them toward responsible behaviour in traffic.,"Jatkuva yhteydenpito oppilaiden vanhempien kanssa: kuljettajan tulee soittaa kaikkien kyydissä olevien lasten vanhemmille, kun lapset tulevat kyytiin ja kun he poistuvat kyydistä.",Keep continuous contact with the pupils' parents: the driver must call every child's parents when they board and when they leave.,B,Oppilaskuljetuksia tekevän,doing pupil transport,turvavyön varmistaminen; vastuulliseen liikennekäyttäytymiseen opastaminen,ensuring the seat belt; guiding toward responsible traffic behaviour,kotitehtävien tarkastaminen; soittaa kaikkien kyydissä olevien lasten vanhemmille,checking homework; call the parents of every child in the car,"A pupil-transport driver ensures seat-belt use and models responsible road behaviour (B). Checking homework and escorting to class (A), or phoning every parent each trip (C), are not the driver's duties.",Medium,school transport; pupil; seatbelt; driver role,ai-draft,
Q034,Turvavyö / lapsi / turvalaite,P21,Mitä taksinkuljettajan tulee muistaa koulun ja päivähoidon kuljetuksiin liittyen?,What must a taxi driver keep in mind regarding school and daycare transport?,Lapsille ei saa puhua matkan aikana.,You must not talk to the children during the journey.,Lapselle tulee tarjota riittävästi virvokkeita.,The child must be offered enough refreshments.,Kuljettajan tulee käyttäytyä vastuullisen aikuisen ja esimerkillisen roolimallin mukaisesti.,The driver must behave as a responsible adult and an exemplary role model.,C,koulun ja päivähoidon kuljetuksiin,school and daycare transport,vastuullisen aikuisen ja esimerkillisen roolimallin,a responsible adult and exemplary role model,ei saa puhua matkan aikana; tarjota riittävästi virvokkeita,must not talk during the journey; offer enough refreshments,"The driver must act as a responsible adult and role model (C). There is no rule against talking to children (A), and offering refreshments (B) is not a duty.",Easy,school transport; role model; responsibility,ai-draft,
Q035,Turvavyö / lapsi / turvalaite,P22,Koulukuljetuksia hoitava taksinkuljettaja on lapsen elämässä tärkeä aikuinen. Mitä on hyvä muistaa turvavyön käytöstä?,A taxi driver doing school transport is an important adult in a child's life. What is good to remember about seat-belt use?,Kuljettajan ei tarvitse käyttää turvavyötä.,The driver does not need to use a seat belt.,Myös kuljettajan tulee käyttää turvavyötä.,The driver too must use a seat belt.,Takapenkillä matkustavan ei tarvitse käyttää turvavyötä.,Someone travelling in the back seat does not need to use a seat belt.,B,turvavyön käytöstä; tärkeä aikuinen,seat-belt use; an important adult,Myös kuljettajan tulee käyttää turvavyötä,the driver too must use a seat belt,Kuljettajan ei tarvitse käyttää turvavyötä; Takapenkillä matkustavan ei tarvitse,the driver does not need to use a seat belt; a back-seat passenger does not need to,The driver must also wear a seat belt and set an example (B). Both A and C falsely exempt people from belt use.,Easy,seatbelt; role model; driver,ai-draft,
Q036,Matkustajan turvallisuus,P23,"Alkolukko on pakollinen varuste autoissa, joilla suoritetaan koulun tai päivähoidon kuljetuksia. Alkolukko säädetään siten, että ajoneuvon käynnistyminen estyy, jos kuljettajan uloshengitysilman alkoholipitoisuus on:",An alcolock is mandatory equipment in cars used for school or daycare transport. The alcolock is set so that the vehicle is prevented from starting if the driver's exhaled-air alcohol content is:,"0,10 milligrammaa alkoholia litrassa uloshengitysilmaa tai enemmän.",0.10 milligrams of alcohol per litre of exhaled air or more.,"0,50 milligrammaa litrassa uloshengitysilmaa tai enemmän.",0.50 milligrams per litre of exhaled air or more.,yli 0 milligrammaa litrassa uloshengitysilmaa.,more than 0 milligrams per litre of exhaled air.,A,Alkolukko; alkoholipitoisuus,alcolock; alcohol content,"0,10 milligrammaa alkoholia litrassa uloshengitysilmaa",0.10 milligrams of alcohol per litre of exhaled air,"0,50 milligrammaa; yli 0 milligrammaa",0.50 milligrams; more than 0 milligrams,The alcolock blocks starting at the marked legal limit (A). B and C state incorrect thresholds.,Hard,alcolock; school transport; alcohol limit; review-flag,ai-draft,"Source had option A as '10 milligrammaa ... litrassa'; corrected to 0,10 mg/l to match the standard alcolock limit. Confirm the exact legal value."
Q037,Matkustajan turvallisuus,P25,Lasten kanssa työskentelevältä vaaditaan moitteetonta taustaa. Tämän vuoksi jokaiselta koulun ja päivähoidon kuljetuksia hoitavalta kuljettajalta vaaditaan rikosrekisteriote. Kuka tuon otteen hankkii?,"Those who work with children must have a clean background, so every driver doing school and daycare transport needs a criminal-record extract. Who obtains that extract?",Kuljettajan työnantaja.,The driver's employer.,Kuljettaja.,The driver.,Kuljetuksen tilaaja.,The party ordering the transport.,B,rikosrekisteriote; moitteetonta taustaa,criminal-record extract; a clean background,Kuljettaja.,the driver,Kuljettajan työnantaja; Kuljetuksen tilaaja,the driver's employer; the party ordering the transport,The driver themselves obtains the criminal-record extract (B). It is not the employer's (A) or the orderer's (C) task.,Medium,criminal record; school transport; background check,ai-draft,
Q038,Pyörätuoli / avustaminen,P34,"Miten tulee toimia, kun pyörätuolissa olevan asiakkaan vaatteet ovat jääneet siten, että asiakkaalla on epämiellyttävä istua?",How should you act when a wheelchair customer's clothing has shifted so that they are uncomfortable sitting?,"Varmistat, että asiakkaalla on mukava olla, ja autat tarvittaessa oikaisemaan asiakkaan vaatteet.","Ensure the customer is comfortable and, if needed, help straighten the customer's clothes.",Kuljettajan tehtävä ei ole suoristaa asiakkaan vaatteita.,It is not the driver's job to straighten the customer's clothes.,Kuljettajan tehtävä on aina pukea asiakas ennen kyytiin ottamista.,It is always the driver's job to dress the customer before taking them aboard.,A,epämiellyttävä istua,uncomfortable to sit,"Varmistat, että asiakkaalla on mukava olla; autat tarvittaessa oikaisemaan asiakkaan vaatteet",ensure the customer is comfortable; help straighten the customer's clothes if needed,ei ole suoristaa asiakkaan vaatteita; aina pukea asiakas,not to straighten the customer's clothes; always dress the customer,The driver ensures comfort and helps straighten clothing when asked (A). B refuses help; C overstates the duty (dressing the customer).,Medium,wheelchair; assistance; passenger comfort,ai-draft,
Q039,Turvavyö / lapsi / turvalaite,P39,"Taksisi kyytiin tulee 10-vuotias Elina, joka ilmoittaa, ettei halua käyttää turvavyötä, koska se tuntuu epämiellyttävältä, ja kertoo äidin antaneen hänelle luvan matkustaa ilman turvavyön kiinnittämistä. Mitä teet?","A 10-year-old, Elina, gets into your taxi and says she does not want to use the seat belt because it feels uncomfortable, and that her mother has given permission to travel without fastening it. What do you do?","Lapsen huoltajat voivat päättää, että Elina saa matkustaa ilman turvavyötä, joten Elinan ei tarvitse laittaa turvavyötä.","The child's guardians can decide that Elina may travel without a seat belt, so Elina need not put one on.","Taksissa voi matkustaa ilman turvavyötä, joten Elinan ei tarvitse laittaa turvavyötä.","One may travel in a taxi without a seat belt, so Elina need not put one on.","Huolehdit, että Elina kiinnittää turvavyön. Yksin matkustava lapsi pitää taksissa aina turvavyötä.",You make sure Elina fastens the seat belt. A child travelling alone always wears a seat belt in a taxi.,C,10-vuotias Elina; äidin antaneen hänelle luvan,10-year-old Elina; her mother has given her permission,"Huolehdit, että Elina kiinnittää turvavyön; Yksin matkustava lapsi pitää taksissa aina turvavyötä",you make sure Elina fastens the seat belt; a child travelling alone always wears a seat belt in a taxi,huoltajat voivat päättää; Taksissa voi matkustaa ilman turvavyötä,the guardians can decide; one may travel in a taxi without a seat belt,"For an under-15 travelling alone, the driver must ensure belt use (C) regardless of the child's or parent's wishes. A and B wrongly permit travel without a belt.",Medium,seatbelt; child; under 15; guardian permission,ai-draft,
Q040,Matkustajan turvallisuus,P4,Miksi alkolukko vaaditaan pakollisena varusteena kunnan tilaamissa koulu- ja päivähoidon kuljetuksissa?,Why is an alcolock required as mandatory equipment in municipally ordered school and daycare transport?,"Sillä estetään ajoneuvon liikkuminen, jos kuljettaja on nauttinut alkoholia.",Because it prevents the vehicle from moving if the driver has consumed alcohol.,Se on tarkoitettu ainoastaan työnantajan seurantavälineeksi kuljettajan alkoholinkäytöstä.,It is intended only as the employer's monitoring tool for the driver's alcohol use.,Sillä poliisi tarkistaa liikenteenvalvonnassa kuljettajan ajokunnon.,Because the police check the driver's fitness to drive during traffic enforcement.,A,alkolukko,alcolock,"estetään ajoneuvon liikkuminen, jos kuljettaja on nauttinut alkoholia",prevents the vehicle from moving if the driver has consumed alcohol,ainoastaan työnantajan seurantavälineeksi; poliisi tarkistaa,only the employer's monitoring tool; the police check,The alcolock stops the vehicle from starting if the driver has been drinking (A). It is not merely an employer tool (B) or a police-check device (C). The limiting word 'ainoastaan' (only) marks B as wrong.,Easy,alcolock; purpose; alcohol,ai-draft,
Q041,Pyörätuoli / avustaminen,P40,"Miten tulee toimia, kun pyörätuolissa oleva asiakas haluaa itse siirtyä pyörätuolistaan?",How should you act when a customer in a wheelchair wants to transfer out of their wheelchair by themselves?,Asiakas ei voi koskaan siirtyä ilman kuljettajan apua.,The customer can never transfer without the driver's help.,Annat asiakkaan siirtyä itse ja avustat tarvittaessa.,You let the customer transfer themselves and assist if needed.,"Jos matkustaja haluaa siirtyä itse ajoneuvoon, voit siirtyä odottamaan kuljettajan paikalle.","If the passenger wants to transfer into the vehicle themselves, you may go and wait in the driver's seat.",B,pyörätuolissa oleva asiakas; haluaa itse siirtyä,a customer in a wheelchair; wants to transfer themselves,Annat asiakkaan siirtyä itse; avustat tarvittaessa,you let the customer transfer themselves; assist if needed,ei voi koskaan siirtyä ilman kuljettajan apua; voit siirtyä odottamaan kuljettajan paikalle,can never transfer without the driver's help; you may go and wait in the driver's seat,Let the customer transfer themselves and help only if needed (B). The absolute 'never' (A) and abandoning them (C) are wrong.,Easy,wheelchair; autonomy; assistance,ai-draft,
Q042,Matkustajan turvallisuus,P44,"Kuinka paljon taksissa saa enintään ylittää ajoneuvon istuinpaikkaluvun mukaisen henkilömäärän, jos kyseessä ei ole koulu- ja päivähoidon kuljetus?","By how much at most may the number of people in a taxi exceed the vehicle's seating capacity, if it is not school or daycare transport?",Ei yhtään.,Not at all.,Ylitys saa olla enintään 30 %.,The excess may be at most 30%.,"Kuljettaja voi oman harkintansa mukaan päättää, kuinka paljon henkilömäärän voi ylittää.",The driver may decide at their own discretion how much it can be exceeded.,A,istuinpaikkaluvun mukaisen henkilömäärän,the number of people per seating capacity,Ei yhtään,not at all,enintään 30 %; oman harkintansa mukaan,at most 30%; at their own discretion,"Seating capacity may not be exceeded at all (A). There is no 30% allowance (B), and it is not at the driver's discretion (C).",Easy,seating capacity; passengers; rules,ai-draft,
Q043,Turvavyö / lapsi / turvalaite,P50,Seuraavassa on kolme väittämää taksinkuljettajan velvollisuuksista. Mikä niistä on mielestäsi oikein?,Here are three statements about a taxi driver's obligations — which is correct?,Alle 135 cm:n pituinen lapsi tarvitsee aina turvalaitteen matkustaessaan taksissa.,A child under 135 cm always needs a child restraint when travelling in a taxi.,"Lapsi voi matkustaa taksilla ilman turvalaitetta, kunhan hän istuu takapenkillä turvavyöt kiinnitettyinä.",A child may travel in a taxi without a restraint as long as they sit in the back seat with the seat belt fastened.,Alle 3-vuotias lapsi ei saa matkustaa taksissa ilman huoltajan kirjallista suostumusta.,A child under 3 may not travel in a taxi without the guardian's written consent.,A,taksinkuljettajan velvollisuuksista,a taxi driver's obligations,Alle 135 cm:n pituinen lapsi tarvitsee aina turvalaitteen,a child under 135 cm always needs a child restraint,"ilman turvalaitetta, kunhan hän istuu takapenkillä; ilman huoltajan kirjallista suostumusta",without a restraint as long as they sit in the back seat; without the guardian's written consent,A child under 135 cm always needs a child restraint (A). B wrongly waives it for back-seat belt use; C invents a written-consent rule.,Medium,child restraint; 135 cm; obligations,ai-draft,
Q044,Turvavyö / lapsi / turvalaite,P52,Kuka vastaa 15 vuotta täyttäneen turvavyön käytöstä?,Who is responsible for seat-belt use once a person has turned 15?,Kuljettaja.,The driver.,Asiakas.,The customer.,"Taksissa turvavyön käyttö on aina vapaaehtoista, joten turvavyöstä ei tarvitse välittää.","Seat-belt use in a taxi is always voluntary, so the seat belt need not be worn.",B,15 vuotta täyttäneen,once turned 15,Asiakas,the customer,Kuljettaja; turvavyön käyttö on aina vapaaehtoista,the driver; seat-belt use is always voluntary,"From age 15 the passenger is responsible for their own belt use (B). It is not the driver (A), and belt use is never voluntary (C).",Easy,seatbelt; over 15; responsibility,ai-draft,
Q045,Matkustajan turvallisuus,P54,Milloin taksissa tulee olla alkolukko?,When must a taxi have an alcolock?,"Aina, kun suoritetaan kunnan tilaamia koulu- ja päivähoidon kuljetuksia.",Always when carrying out municipally ordered school and daycare transport.,"Aina, kun asiakas otetaan kyytiin ilman ennakkotilausta.",Always when a customer is picked up without advance booking.,Vain jos kuljettajalla on taksinkuljettajan ajoluvassa alkolukkoa vastaava erityisehto.,Only if the driver has a special condition corresponding to an alcolock in their taxi-driver permit.,A,alkolukko,alcolock,kunnan tilaamia koulu- ja päivähoidon kuljetuksia,municipally ordered school and daycare transport,ilman ennakkotilausta; alkolukkoa vastaava erityisehto,without advance booking; a special alcolock condition in the permit,An alcolock is required for municipal school and daycare transport (A). It is unrelated to advance booking (B) or a permit condition (C).,Medium,alcolock; school transport; requirement,ai-draft,
Q046,Matkustajan turvallisuus,P55,Missä seuraavista tilanteista taksissa tulee olla kuljettajan nimi esillä?,In which of the following situations must the driver's name be displayed in the taxi?,Vain ennakkotilauskuljetuksissa.,Only in pre-booked transport.,Kaikissa kuljetuksissa.,In all transport.,Vain koulu- ja päivähoidon kuljetuksissa.,Only in school and daycare transport.,B,kuljettajan nimi esillä,the driver's name displayed,Kaikissa kuljetuksissa,in all transport,Vain ennakkotilauskuljetuksissa; Vain koulu- ja päivähoidon kuljetuksissa,only in pre-booked transport; only in school and daycare transport,"The driver's name must be displayed in all transport (B). The 'only' options (A, C) wrongly limit it.",Easy,driver name; display; all rides,ai-draft,
Q047,Turvavyö / lapsi / turvalaite,P6,Seuraavassa on kolme väittämää taksinkuljettajan velvollisuuksista. Mikä niistä on mielestäsi oikein?,Here are three statements about a taxi driver's obligations. Which is correct?,Alle 135 cm:n pituinen lapsi tarvitsee aina turvalaitteen matkustaessaan taksissa.,A child under 135 cm always needs a child restraint when travelling in a taxi.,"Lapsi voi matkustaa taksissa ilman turvalaitetta, kunhan hän istuu takapenkillä ja on turvavöissä.",A child may travel in a taxi without a restraint as long as they sit in the back seat with seat belts on.,Alle 3-vuotias istuu aina etupenkillä.,A child under 3 always sits in the front seat.,A,taksinkuljettajan velvollisuuksista,a taxi driver's obligations,Alle 135 cm:n pituinen lapsi tarvitsee aina turvalaitteen,a child under 135 cm always needs a child restraint,"ilman turvalaitetta, kunhan hän istuu takapenkillä; Alle 3-vuotias istuu aina etupenkillä",without a restraint as long as they sit in the back seat; a child under 3 always sits in the front seat,A child under 135 cm always needs a child restraint (A). B waives it incorrectly; C states a false front-seat rule.,Medium,child restraint; 135 cm; obligations,ai-draft,
Q048,Turvavyö / lapsi / turvalaite,P69,Mikä seuraavista lisää eniten taksinkuljettajan loukkaantumisriskiä liikenteessä?,Which of the following most increases a taxi driver's risk of injury in traffic?,Ajoneuvon huono tekninen kunto.,the vehicle's poor technical condition.,Turvavyön käyttämättömyys.,not using the seat belt.,Aggressiivisesti käyttäytyvät asiakkaat.,aggressively behaving customers.,B,loukkaantumisriskiä liikenteessä,risk of injury in traffic,Turvavyön käyttämättömyys,not using the seat belt,huono tekninen kunto; Aggressiivisesti käyttäytyvät asiakkaat,poor technical condition; aggressively behaving customers,Not wearing the seat belt most increases injury risk (B). Poor vehicle condition (A) and aggressive customers (C) are risks but not the leading injury factor.,Easy,seatbelt; injury risk; driver safety,ai-draft,
Q049,Turvavyö / lapsi / turvalaite,P8,17-vuotias Elviira kulkee viikoittain yksin tanssiharrastuksestaan kotiin Kuopion keskustasta pientaloalueelle. Kuka vastaa turvavyön käytöstä?,"17-year-old Elviira travels home alone each week from her dance hobby, from Kuopio centre to a residential area. Who is responsible for seat-belt use?",Kuljettaja.,The driver.,Elviira itse.,Elviira herself.,"Taksissa turvavyön käyttö on aina vapaaehtoista, joten turvavyötä ei tarvitse laittaa kiinni.","Seat-belt use in a taxi is always voluntary, so the seat belt need not be fastened.",B,17-vuotias Elviira; yksin,17-year-old Elviira; alone,Elviira itse,Elviira herself,Kuljettaja; turvavyön käyttö on aina vapaaehtoista,the driver; seat-belt use is always voluntary,At 17 (over 15) the passenger is responsible for their own belt use (B). It is not the driver (A); belt use is never voluntary (C).,Easy,seatbelt; over 15; responsibility,ai-draft,
Q050,Lapsi + turvavyö / safety,Q1,"Kuka vastaa asiakkaan turvavyön käytöstä, kun 14-vuotias Anna kulkee yksin tanssiharrastuksestaan kotiin Kuopion keskustasta pientaloalueelle?","Who is responsible for the customer's seat-belt use when 14-year-old Anna travels home alone from her dance hobby, from Kuopio centre to a residential area?",Anna itse.,Anna herself.,Kuljettaja.,The driver.,"Taksissa turvavyön käyttö on aina vapaaehtoista, joten turvavyötä ei tarvitse laittaa kiinni.","Seat-belt use in a taxi is always voluntary, so the seat belt need not be fastened.",B,14-vuotias Anna; yksin,14-year-old Anna; alone,Kuljettaja,the driver,Anna itse; turvavyön käyttö on aina vapaaehtoista,Anna herself; seat-belt use is always voluntary,"Anna is under 15, so the driver is responsible for her seat-belt use (B). It is not Anna herself (A), and belt use is never voluntary (C). Contrast with 17-year-old Elviira, who is responsible for herself.",Medium,seatbelt; under 15; responsibility,ai-draft,
