Question ID,Topic,Ref #,Question (FI),Question (EN),Option A (FI),Option A (EN),Option B (FI),Option B (EN),Option C (FI),Option C (EN),Correct (A/B/C),Focus words (FI),Focus words (EN),Positive clues (FI),Positive clues (EN),Negative clues (FI),Negative clues (EN),Explanation (EN),Difficulty,Tags,Status,Reviewer notes
Q117,Näkövammainen / opaskoira,P26,"Uudella työnantajallasi on paljon näkövammaisia asiakkaita. Ensimmäinen asiakkaasi on 48-vuotias Elmeri, joka on näkövammainen. Mitä sinun tulee muistaa näkövammaisten asiakaspalvelusta?","Your new employer has many visually impaired customers. Your first customer is 48-year-old Elmeri, who is visually impaired. What must you remember about serving visually impaired customers?",Näkövammaista palvellessa tulee muistaa puhua hiukan normaalia äänellä.,"When serving a visually impaired person, remember to speak at a normal volume.","Kuljettajan on hyvä kysyä asiakkaalta, miten häntä voi auttaa, ja kertoa sanallisesti sijainnista ja muista oleellisista asioista.",It is good for the driver to ask the customer how they can be helped and to describe the location and other relevant matters verbally.,Kuljettajan tehtäviin ei kuulu asiakkaan erityistarpeiden huomioiminen.,It is not part of the driver's duties to take the customer's special needs into account.,B,näkövammaisten asiakaspalvelusta,serving visually impaired customers,"kysyä asiakkaalta, miten häntä voi auttaa; kertoa sanallisesti sijainnista",ask the customer how to help them; describe the location verbally,puhua hiukan normaalia äänellä; ei kuulu asiakkaan erityistarpeiden huomioiminen,speak at a normal volume; not part of duties to consider special needs,Ask how to help and give verbal orientation (B). Volume is irrelevant for visual impairment (A); ignoring special needs entirely (C) is wrong.,Easy,visually impaired; ask first; verbal orientation,ai-draft,
Q118,Liikuntarajoitteinen / avustaja,P27,Liikuntavammaisella asiakkaalla saattaa olla mukanaan avustaja. Miten toimit tällöin?,A customer with a physical disability may have an assistant with them. How do you act in this case?,Keskustelen aina vain avustajan kanssa.,I always talk only with the assistant.,Keskustelen aina asiakkaan kanssa.,I always talk with the customer.,"Pyydän kirjalliset ohjeet siitä, miten tulee toimia.",I ask for written instructions on how to act.,B,avustaja,assistant,Keskustelen aina asiakkaan kanssa,I always talk with the customer,Keskustelen aina vain avustajan kanssa; Pyydän kirjalliset ohjeet,I always talk only with the assistant; I ask for written instructions,Always address the customer directly (B). Talking only to the assistant (A) is disrespectful; written instructions (C) are unnecessary.,Easy,disability; communication; assistant; respect,ai-draft,
Q119,Näkövammainen / opaskoira,P28,"Eelis Auvinen on syntymäsokea. Hän käyttää liikkumisen apuna valkoista keppiä ja opaskoiraa. Eelis kulkee päivittäin taksilla kotoaan työpaikalleen. Mitä teet, kun haet Eeliksen aamulla etkä ole kuljettanut häntä koskaan aikaisemmin?",Eelis Auvinen is born blind. He uses a white cane and a guide dog. Eelis travels by taxi daily from home to work. What do you do when you pick up Eelis in the morning for the first time?,"Odotat kadunvarressa, että Eelis saapuu taksin luokse. Avaat hänelle sisäpuolelta oven ja teet takapenkille tilaa hänen opaskoiralleen.",You wait by the roadside for Eelis to come to the taxi. You open the door from the inside and make room on the back seat for his guide dog.,"Soitat torvea, josta Eelis tietää, että olet saapunut.","You honk the horn, so Eelis knows you have arrived.","Nouset autosta, kerrot hänelle, että hänen taksinsa on saapunut, ja esittelet itsesi. Kerrot, missä taksi on, ja tiedustelet, missä hän haluaa istua.","You get out of the car, tell him his taxi has arrived, and introduce yourself. You tell him where the taxi is and ask where he would like to sit.",C,syntymäsokea; opaskoira,born blind; guide dog,"Nouset autosta; esittelet itsesi; Kerrot, missä taksi on; tiedustelet, missä hän haluaa istua",you get out of the car; introduce yourself; tell him where the taxi is; ask where he would like to sit,Odotat kadunvarressa; Soitat torvea,you wait by the roadside; you honk the horn,"Get out, announce your arrival, introduce yourself, orientate him to the taxi, and ask his seating preference (C). Staying in the car (A) leaves him without guidance; honking (B) is unhelpful and disrespectful.",Medium,blind; guide dog; first-time; introduction,ai-draft,
Q120,Kela / vakiotaksi,P30,"Helmi on vaikeavammainen 8-vuotias tyttö, joka käy viikoittain kuntoutuksessa läheisessä hoitolaitoksessa. Hän käyttää pyörätuolia eikä pysty liikkumaan itsenäisesti lainkaan. Hänen äitinsä on kuullut, että Helmillä olisi oikeus saada itselleen Kansaneläkelaitoksen (Kela) korvaamana vakiotaksi. Helmin äiti tiedustelee sinulta, onko tämä mahdollista. Miten vastaat hänelle?",Helmi is a severely disabled 8-year-old girl who attends weekly rehabilitation at a nearby care facility. She uses a wheelchair and cannot move independently at all. Her mother has heard that Helmi may be entitled to a Kela-reimbursed regular taxi. How do you answer?,"Helmilla ei ole oikeutta vakiotaksiin, sillä siihen ovat oikeutettuja vain vanhukset ja työssä käyvät vaikeavammaiset aikuiset.",Helmi is not entitled to a regular taxi — only elderly people and working disabled adults are entitled to one.,"Helmillä on oikeus vakiotaksiin vain, jos hänen äitinsä kulkee matkat hänen kanssaan.",Helmi is entitled to a regular taxi only if her mother travels with her.,Helmi on oikeutettu vakiotaksiin.,Helmi is entitled to a regular taxi.,C,vaikeavammainen 8-vuotias; vakiotaksi; Kela,severely disabled 8-year-old; regular taxi; Kela,Helmi on oikeutettu vakiotaksiin,Helmi is entitled to a regular taxi,"vain vanhukset ja työssä käyvät; vain, jos hänen äitinsä kulkee matkat hänen kanssaan",only elderly and working disabled adults; only if her mother travels with her,Kela-reimbursed regular taxi entitlement covers severely disabled children too (C). A invents an age/employment restriction; B invents a guardian-accompaniment requirement.,Medium,Kela; regular taxi; child; severe disability,ai-draft,
Q121,Kela / vakiotaksi,P31,Asiakas on tilannut Kela-kyytinsä keskitetystä tilausvälitysnumerosta. Minkä verran asiakas maksaa?,A customer has ordered their Kela ride from the centralised dispatch number. How much does the customer pay?,Koko matkan hinnan.,The full fare.,Enintään omavastuun 50 euroa.,At most the co-payment of 50 euros.,Enintään omavastuun 25 euroa.,At most the co-payment of 25 euros.,C,Kela-kyytinsä; tilausvälitysnumerosta,their Kela ride; centralised dispatch number,Enintään omavastuun 25 euroa,at most the co-payment of 25 euros,Koko matkan hinnan; omavastuun 50 euroa,the full fare; the co-payment of 50 euros,"For a Kela ride ordered through the centralised dispatch number, the customer pays at most the current co-payment of €25 (C).",Medium,Kela; co-payment; fare; review-flag,ai-draft,The co-payment amount is set by Kela and may change. As of 2024 it is €25 per one-way trip. Confirm the current value before publishing.
Q122,Kela / vakiotaksi,P32,"Miten neuvot asiakasta, kun hän tiedustelee sinulta vakiotaksioikeudesta Kela-korvattavien taksimatkojen osalta?",How do you advise a customer who asks you about entitlement to a regular taxi for Kela-reimbursed trips?,Neuvon asiakasta soittamaan kenelle tahansa vapaana olevalle taksille.,I advise the customer to call any available taxi.,Neuvon asiakasta ottamaan taksitolpalta taksin.,I advise the customer to take a taxi from the taxi rank.,Neuvon asiakasta soittamaan Kelan palvelunumeroon.,I advise the customer to call Kela's service number.,C,vakiotaksioikeudesta; Kela-korvattavien taksimatkojen,entitlement to a regular taxi; Kela-reimbursed trips,soittamaan Kelan palvelunumeroon,call Kela's service number,soittamaan kenelle tahansa vapaana olevalle taksille; ottamaan taksitolpalta taksin,call any available taxi; take a taxi from the taxi rank,Kela entitlement questions go to Kela's service number (C). An unrelated taxi (A) or taxi rank (B) cannot answer entitlement questions.,Easy,Kela; regular taxi; service number; customer guidance,ai-draft,
Q123,Erityisryhmä / kommunikointi,P63,Mitä tarkoittaa taksinkuljettajalta vaadittavalla riittävällä kielitaidolla?,What does the required adequate language proficiency for a taxi driver mean?,"Se tarkoittaa, että kuljettaja pystyy keskustelemaan asiakkaan kanssa sujuvasti päivän tapahtumista.",It means the driver is able to converse fluently with the customer about the day's events.,"Se tarkoittaa, että kuljettajan on pitänyt suorittaa kansalaisuuden kielikoe.",It means the driver must have passed the citizenship language test.,"Se tarkoittaa, että kuljettaja kykenee kommunikoimaan asiakkaan kanssa siten, että asiakas pääsee turvallisesti oikeaan määränpäähänsä.",It means the driver is able to communicate with the customer such that the customer reaches their correct destination safely.,C,riittävällä kielitaidolla,adequate language proficiency,"kykenee kommunikoimaan asiakkaan kanssa siten, että asiakas pääsee turvallisesti oikeaan määränpäähänsä",able to communicate so that the customer reaches their destination,sujuvasti päivän tapahtumista; kansalaisuuden kielikoe,fluently about the day's events; the citizenship language test,The language requirement is functional — communication sufficient to transport the customer safely to the right place (C). Fluent conversation (A) is a higher bar than required; the citizenship test (B) is irrelevant.,Easy,language proficiency; communication; definition,ai-draft,
Q124,Erityisryhmä / kommunikointi,P9,"Mitä taksinkuljettajalta edellytetään, jos asiakas on henkilö, joka ei kykene käyttämään puhuttua kieltä?",What is required of a taxi driver if the customer is someone who cannot use spoken language?,Taksinkuljettajalta edellytetään viittomakielentaitoa.,The taxi driver is required to know sign language.,"Taksinkuljettajan tulee huolehtia, että asiakas pääsee määränpäähän.",The taxi driver must ensure the customer reaches their destination.,Taksinkuljettajalta edellytetään erityisammattitutkinnon suorittamista.,The taxi driver is required to hold a special vocational qualification.,B,ei kykene käyttämään puhuttua kieltä,cannot use spoken language,asiakas pääsee määränpäähän,the customer reaches their destination,viittomakielentaitoa; erityisammattitutkinnon suorittamista,sign language; a special vocational qualification,"The driver must ensure the customer reaches their destination (B), using whatever communication method works. Sign language (A) and a special qualification (C) are not legal requirements.",Easy,communication; non-verbal; destination,ai-draft,
Q125,Yleinen taksinkuljettajan velvollisuus,Q14,"Kenen vastuulla on pyörätuolin huolellinen kiinnittäminen taksiin, kun asiakkaalla on mukana henkilökohtainen avustaja?",Whose responsibility is the careful securing of the wheelchair in the taxi when the customer has a personal assistant with them?,Asiakkaan.,The customer's.,Taksinkuljettajan.,The taxi driver's.,Henkilökohtaisen avustajan.,The personal assistant's.,B,pyörätuolin huolellinen kiinnittäminen; henkilökohtainen avustaja,careful securing of the wheelchair; a personal assistant,Taksinkuljettajan,the taxi driver's,Asiakkaan; Henkilökohtaisen avustajan,the customer's; the personal assistant's,"Securing the wheelchair is always the taxi driver's responsibility (B), even with a personal assistant present.",Easy,wheelchair; securing; responsibility,ai-draft,
Q126,Liikennesäännöt / ajotapa,Q24,"Miten tulee toimia, kun otat kyytiin hyvin hitaasti liikkuvan asiakkaan?",How should you act when you pick up a very slow-moving customer?,"Avustan häntä ottamalla käsivarresta kiinni kysymättä asiakkaalta, tarvitseeko hän apua.",I assist them by taking hold of their arm without asking whether they need help.,"Nouset ajoneuvosta ja tiedustelet, tarvitseeko hän apua liikkumisessa ja autoon nousemisessa.",You get out of the vehicle and ask whether they need help moving or getting into the car.,"Käsken asiakasta kiirehtimään autoon, jos noutopaikassa on erittäin vilkas ajoneuvoliikenne.",I tell the customer to hurry into the car if there is very busy traffic at the pickup point.,B,hyvin hitaasti liikkuvan asiakkaan,a very slow-moving customer,"Nouset ajoneuvosta; tiedustelet, tarvitseeko hän apua",you get out of the vehicle; ask whether they need help,kysymättä asiakkaalta; Käsken asiakasta kiirehtimään,without asking the customer; I tell the customer to hurry,Get out and ask first (B). Grabbing the arm without consent (A) and rushing the customer (C) both ignore the customer's dignity and autonomy.,Easy,slow-moving; assistance; consent,ai-draft,
Q127,Pyörätuoli / esteetön / special assistance,Q25,Miten kuljettajan tulee huomioida näkövammainen asiakas?,How should the driver take a visually impaired customer into account?,Kuljettajan on hyvä näkövammaista palvellessa puhua hiukan kovemmalla äänellä.,It is good to speak a little louder when serving a visually impaired person.,Taksinkuljettajan tulee aina ohjata asiakasta olkapäästä ja auttaa hänet autoon kevyesti työntäen.,The driver must always guide the customer from the shoulder and help them into the car with a gentle push.,"Taksinkuljettajan on hyvä kysyä asiakkaalta, miten häntä voi auttaa, ennen kuin ryhtyy avustamaan asiakasta.",It is good for the driver to ask the customer how they can be helped before starting to assist.,C,näkövammainen asiakas,a visually impaired customer,"kysyä asiakkaalta, miten häntä voi auttaa",ask the customer how they can be helped,puhua hiukan kovemmalla äänellä; ohjata asiakasta olkapäästä,speak a little louder; guide from the shoulder,Ask first how to help (C). Louder voice (A) is irrelevant to visual impairment; guiding and pushing without consent (B) is presumptuous.,Easy,visually impaired; ask first; consent,ai-draft,
Q128,Lapsi + turvavyö / safety,Q27,"Voitko toimia vakiotaksinkuljettajana säännöllisissä kuntoutukseen liittyvissä matkoissa, kun matkustajana on pyörätuolia käyttävä 15-vuotias lapsi?",Can you act as a regular taxi driver for regular rehabilitation trips when the passenger is a 15-year-old wheelchair user?,"En voi toimia vakiotaksinkuljettajana, koska lapsella ei ole oikeutta vakiotaksiin.",I cannot act as a regular taxi driver because the child is not entitled to a regular taxi.,"Selvitän työnantajaltani, voinko toimia vakiotaksinkuljettajana.",I check with my employer whether I can act as a regular taxi driver.,Voin toimia vakiotaksinkuljettajana huoltajan valtuutuksella.,I can act as a regular taxi driver with the guardian's authorisation.,B,vakiotaksinkuljettajana; pyörätuolia käyttävä 15-vuotias lapsi,a regular taxi driver; a 15-year-old wheelchair user,Selvitän työnantajaltani,I check with my employer,lapsella ei ole oikeutta vakiotaksiin; huoltajan valtuutuksella,the child is not entitled to a regular taxi; with the guardian's authorisation,Check with the employer whether you are qualified and equipped for the assignment (B).,Medium,regular taxi; rehabilitation; wheelchair; employer,ai-draft,
Q129,Pyörätuoli / esteetön / special assistance,Q28,"Miten toimit, kun näkövammaisella asiakkaalla on opaskoira?",How do you act when a visually impaired customer has a guide dog?,"Nouset autosta ja kerrot hänelle, että hänen taksinsa on saapunut, ja kerrot, että opaskoiran paikka on asiakkaan jalkatilassa.","You get out of the car and tell them their taxi has arrived, and tell them the guide dog's place is in the passenger footwell.","Nouset autosta ja kerrot hänelle, että hänen taksinsa on saapunut, ja huomioit opaskoiran rapsuttamalla sitä.","You get out of the car and tell them their taxi has arrived, and acknowledge the guide dog by petting it.",Odotat ajoneuvossa asiakkaan saapumista ja avaat hänelle sisäpuolelta oven ja teet takapenkille tilaa hänen opaskoiralleen.,"You wait in the vehicle for the customer to arrive, open the door from inside, and make room on the back seat for the guide dog.",A,näkövammaisella asiakkaalla on opaskoira,a visually impaired customer has a guide dog,Nouset autosta; opaskoiran paikka on asiakkaan jalkatilassa,you get out of the car; the guide dog's place is in the passenger footwell,rapsuttamalla sitä; Odotat ajoneuvossa,petting it; you wait in the vehicle,"Get out, announce the taxi, and inform that the guide dog rides in the footwell (A). Never pet a working guide dog (B); staying in the car (C) leaves the blind customer without guidance.",Medium,guide dog; visually impaired; footwell,ai-draft,
Q130,Kela / vakiotaksi,Q29,Minkä osuuden asiakas maksaa Kela-kyydistä kuljettajalle?,What portion of the Kela ride does the customer pay to the driver?,Koko matkan hinnan.,The full fare.,Enintään omavastuun.,At most the co-payment.,Omavastuun ylittävän osuuden.,The portion exceeding the co-payment.,B,Kela-kyydistä; asiakas maksaa,Kela ride; the customer pays,Enintään omavastuun,at most the co-payment,Koko matkan hinnan; Omavastuun ylittävän osuuden,the full fare; the portion exceeding the co-payment,The customer pays only up to the co-payment; Kela covers the rest (B).,Easy,Kela; co-payment,ai-draft,
Q131,Koulu / päivähoito,Q32,Missä seuraavista kuljetuksista ajoneuvossa tulee olla alkolukko?,In which of the following transport types must the vehicle have an alcolock?,Kansaneläkelaitoksen tilaamissa kuljetuksissa.,Transports ordered by Kela.,Koulu- ja päivähoitokuljetuksissa.,School and daycare transport.,Vammaispalvelulain mukaisissa terveydenhuollon tilaamissa kuljetuksissa.,Healthcare transports ordered under the Disability Services Act.,B,alkolukko,alcolock,Koulu- ja päivähoitokuljetuksissa,school and daycare transport,Kansaneläkelaitoksen tilaamissa; Vammaispalvelulain mukaisissa,Kela-ordered; Disability Services Act,An alcolock is required only for school and daycare transport (B).,Easy,alcolock; school transport,ai-draft,
Q132,Pyörätuoli / esteetön / special assistance,Q34,"Miten tulee toimia, kun liikuntavammaisella asiakkaalla on ajoneuvon tavaratilaan meneviä matkatavaroita mukanaan ja hänellä on avustaja?",How should you act when a customer with a physical disability has luggage for the boot and they have an assistant?,Kuljettaja avustaa asiakasta ja avustajan tehtävänä on huolehtia matkatavaroiden lastaamisesta ja purkamisesta.,The driver assists the customer and the assistant's job is to handle loading and unloading the luggage.,"Kuljettaja odottaa autossa, koska avustajan tehtävänä on avustaa asiakas ajoneuvoon sekä huolehtia matkatavaroista.",The driver waits in the car because the assistant's job is to help the customer aboard and handle the luggage.,Kuljettaja avustaa asiakkaan ajoneuvoon ja huolehtii matkatavaroiden lastaamisesta ja purkamisesta.,The driver assists the customer into the vehicle and handles loading and unloading the luggage.,C,liikuntavammaisella asiakkaalla; avustaja,a customer with a physical disability; an assistant,Kuljettaja avustaa asiakkaan ajoneuvoon; huolehtii matkatavaroiden lastaamisesta,the driver assists the customer into the vehicle; handles loading and unloading the luggage,avustajan tehtävänä on huolehtia matkatavar; Kuljettaja odottaa autossa,the assistant's job is the luggage; the driver waits in the car,The driver assists the customer aboard and handles the luggage (C).,Medium,disability; luggage; driver duty; assistant,ai-draft,
Q133,Lapsi + turvavyö / safety,Q38,"Helmi on vaikeavammainen 8-vuotias tyttö, joka käy viikoittain kuntoutuksessa läheisessä hoitolaitoksessa. Hän käyttää pyörätuolia eikä pysty liikkumaan itsenäisesti lainkaan. Hänen äitinsä on kuullut, että Helmillä olisi oikeus saada itselleen Kansaneläkelaitoksen (Kela) korvaamana vakiotaksi, jolloin häntä kuljettaisivat saman yrittäjän palveluksessa olevat kuljettajat. Helmin äiti tiedustelee sinulta, onko tämä mahdollista. Miten vastaat hänelle?",Helmi is a severely disabled 8-year-old who attends weekly rehabilitation. She uses a wheelchair and cannot move independently. Her mother asks whether Helmi is entitled to a Kela regular taxi. How do you answer?,"Helmilla ei ole oikeutta vakiotaksiin, sillä siihen ovat oikeutettuja vain vanhukset ja työssä käyvät vaikeavammaiset aikuiset.",Helmi is not entitled — only elderly and working disabled adults are.,"Helmillä on oikeus vakiotaksiin vain, jos hänen äitinsä kulkee matkat hänen kanssaan.",Helmi is entitled only if her mother travels with her.,Helmi on oikeutettu vakiotaksiin.,Helmi is entitled to a regular taxi.,C,vaikeavammainen 8-vuotias; vakiotaksi,severely disabled 8-year-old; regular taxi,Helmi on oikeutettu vakiotaksiin,Helmi is entitled to a regular taxi,"vain vanhukset; vain, jos hänen äitinsä kulkee",only elderly; only if her mother travels,Severely disabled children are entitled to a Kela regular taxi (C).,Medium,Kela; regular taxi; child; severe disability,ai-draft,
Q134,Kela / vakiotaksi,Q39,"Miten neuvot asiakasta, kun hän tiedustelee sinulta vakiotaksioikeudesta Kela-korvattavien taksimatkojen osalta?",How do you advise a customer who asks about regular-taxi entitlement for Kela-reimbursed trips?,Neuvon asiakasta soittamaan kenelle tahansa vapaana olevalle taksille.,I advise the customer to call any available taxi.,Neuvon asiakasta ottamaan taksitolpalta taksin.,I advise the customer to take a taxi from the taxi rank.,Neuvon asiakasta soittamaan Kelan palvelunumeroon.,I advise the customer to call Kela's service number.,C,vakiotaksioikeudesta,regular-taxi entitlement,soittamaan Kelan palvelunumeroon,call Kela's service number,vapaana olevalle taksille; taksitolpalta,any available taxi; from the taxi rank,Kela entitlement queries go to Kela's service number (C).,Easy,Kela; regular taxi; service number,ai-draft,
Q135,Näkövammainen / opaskoira,Q40,"Kyytiisi nousee näkövammainen asiakas, jolla ei ole mukana avustajaa. Miten toimit tilanteessa?",A visually impaired customer boards your taxi without an assistant. How do you act?,"Nouset autosta ja kysyt asiakkaalta, miten voit auttaa.",You get out of the car and ask the customer how you can help.,Istut autossa ja avaat oven sisäpuolelta.,You stay in the car and open the door from the inside.,"Et ota häntä kyytiin, jos hänellä ei ole mukana avustajaa.",You refuse to take them if they have no assistant.,A,näkövammainen asiakas; ei ole mukana avustajaa,a visually impaired customer; without an assistant,Nouset autosta ja kysyt,you get out and ask,Istut autossa; Et ota häntä kyytiin,you stay in the car; you refuse to take them,Get out and ask how to help (A). Staying in the car (B) leaves a blind customer without guidance; refusing service because there is no assistant (C) is discriminatory.,Easy,visually impaired; assistance; no discrimination,ai-draft,
Q136,Kela / vakiotaksi,Q41,"Asiakas haluaa Kela-korvattavan kyydin, mutta et itse aja Kela-korvattavia kyytejä. Miten ohjaat asiakkaan?",A customer wants a Kela-reimbursed ride but you do not run Kela rides. How do you direct them?,"Otat asiakkaan kyytiin, viet hänet määränpäähän ja pyydät häntä hakemaan Kelalta korvausta taksikyydistä.","You take the customer, drive them to the destination, and ask them to claim reimbursement from Kela.",Neuvon asiakasta soittamaan oman alueensa Kelan tilausvälitysyhtiön palvelunumeroon.,I advise the customer to call the Kela dispatch company's service number for their area.,Kehotan Kela-kyytejä ajavaa kuljettajaa olemaan yhteydessä asiakkaaseen.,I tell a Kela driver to contact the customer.,B,Kela-korvattavan kyydin,a Kela-reimbursed ride,soittamaan oman alueensa Kelan tilausvälitysyhtiön palvelunumeroon,call the Kela dispatch company's service number for their area,Otat asiakkaan kyytiin; Kehotan Kela-kyytejä ajavaa kuljettajaa,you take the customer anyway; I tell a Kela driver,Direct to the Kela dispatch number (B).,Medium,Kela; dispatch; customer guidance,ai-draft,
Q137,Pyörätuoli / esteetön / special assistance,Q43,Kyytiisi tulee näkövammainen asiakas. Miten hoidat tilanteen?,A visually impaired customer boards your taxi. How do you handle the situation?,"Vaadin, että näkövammaisella on avustaja mukana.",I demand the visually impaired person has an assistant.,"En ota häntä kyytiin, koska en tiedä, miten näkövammaisen kanssa toimitaan.",I do not take them because I do not know how to handle a visually impaired customer.,"Kysyn, miten voin auttaa, ja kerron, missä suunnassa ajoneuvo on, ja tiedustelen, tarvitseeko hän apua.","I ask how I can help and tell them which direction the vehicle is in, and check whether they need assistance.",C,näkövammainen asiakas,a visually impaired customer,"Kysyn, miten voin auttaa; missä suunnassa ajoneuvo on",I ask how I can help; which direction the vehicle is in,"Vaadin, että näkövammaisella on avustaja mukana; En ota häntä kyytiin",I demand an assistant; I do not take them,Ask how to help and orient to the vehicle (C). Demanding an assistant (A) and refusing service out of uncertainty (B) are both wrong.,Easy,visually impaired; ask first; orientation,ai-draft,
Q138,Pyörätuoli / esteetön / special assistance,Q46,"Mikä seuraavista on oikea tapa toimia, kun taksin asiakkaana on toimintarajoitteinen avustettava henkilö?",Which is the correct way to act when the taxi customer is a person with functional limitations who needs assistance?,"Taksinkuljettajan vastuu asiakkaasta päättyy heti, kun asiakas on avustettu ulos autosta hoitolaitoksen pihassa.",The driver's responsibility ends as soon as the customer has been helped out of the car in the care facility's yard.,"Taksinkuljettajan tulee varmistua, että asiakas pääsee sisälle hoitolaitokseen ja hoitohenkilökunta ottaa vastaan asiakkaan.",The driver must make sure the customer gets inside the care facility and the care staff receive the customer.,"Taksinkuljettajan tulee varmistua, että asiakas pääsee sisälle hoitolaitokseen, ja myös huolehtia asiakkaan ulkovaatteiden riisumisesta.",The driver must make sure the customer gets inside the care facility and also remove the customer's outdoor clothes.,B,toimintarajoitteinen avustettava henkilö,a person with functional limitations who needs assistance,pääsee sisälle hoitolaitokseen; hoitohenkilökunta ottaa vastaan,gets inside the care facility; the care staff receive the customer,vastuu asiakkaasta päättyy heti; ulkovaatteiden riisumisesta,responsibility ends immediately; removing outdoor clothes,Ensure the customer reaches the care staff inside (B). The yard is not enough (A); removing clothes is not the driver's job (C).,Medium,assisted transport; care facility; duty of care,ai-draft,
Q139,Näkövammainen / opaskoira,Q48,"Mikä seuraavista on oikea kuljettajan toimintatapa, kun taksiin on tulossa näkövammainen asiakas?",Which is the correct driver approach when a visually impaired customer is about to board?,"Kysyä asiakkaalta, miten häntä voi parhaiten auttaa, ja kertoa, missä suunnassa ajoneuvo on.",Ask the customer how you can best help them and tell them which direction the vehicle is in.,"Kysyä asiakkaalta, kuinka kovalla äänellä hänen kanssaan tulee kommunikoida.",Ask the customer how loudly you should communicate with them.,Kuljettajan tehtäviin ei kuulu asiakkaan erityistarpeiden huomioiminen.,It is not part of the driver's duties to consider the customer's special needs.,A,näkövammainen asiakas,a visually impaired customer,miten häntä voi parhaiten auttaa; missä suunnassa ajoneuvo on,how to best help them; which direction the vehicle is in,kuinka kovalla äänellä; ei kuulu asiakkaan erityistarpeiden huomioiminen,how loudly; not part of duties,Ask how to help and orient to the vehicle (A).,Easy,visually impaired; ask first; orientation,ai-draft,
Q140,Pyörätuoli / esteetön / special assistance,Q58,Mikä seuraavista on paras tapa toimia kohdatessasi näkövammaisen asiakkaan?,Which is the best way to act when meeting a visually impaired customer?,Puhua hiukan normaalia puheääntä kovemmalla äänellä.,Speak a little louder than your normal voice.,Ottaa asiakasta olkapäästä kiinni ja avustaa hänet autoon kevyesti työntäen.,Take the customer by the shoulder and help them into the car with a gentle push.,"Kysyä asiakkaalta, miten häntä voi parhaiten auttaa, ja kertoa, missä suunnassa ajoneuvo on.",Ask the customer how you can best help them and tell them which direction the vehicle is in.,C,näkövammaisen asiakkaan,a visually impaired customer,"Kysyä asiakkaalta, miten häntä voi parhaiten auttaa; missä suunnassa ajoneuvo on",ask how to best help them; which direction the vehicle is in,kovemmalla äänellä; kevyesti työntäen,louder voice; with a gentle push,Ask first and give orientation (C). Louder voice (A) is irrelevant; pushing without consent (B) is inappropriate.,Easy,visually impaired; ask first; orientation,ai-draft,
Q141,Pyörätuoli / esteetön / special assistance,Q69,"Kenen tulee varmistaa, että liikuntarajoitteinen asiakas pääsee taksin kyytiin ja myös pois?",Whose job is it to ensure that a customer with limited mobility can board and also leave the taxi?,Matkustajan saattajan.,The passenger's escort.,Taksinkuljettajan.,The taxi driver.,Poliisin.,The police.,B,liikuntarajoitteinen asiakas,a customer with limited mobility,Taksinkuljettajan,the taxi driver,Matkustajan saattajan; Poliisin,the passenger's escort; the police,Ensuring the customer can board and alight safely is the taxi driver's responsibility (B).,Easy,mobility; boarding; driver responsibility,ai-draft,
Q142,Näkövammainen / opaskoira,Q70,"Mistä tunnistat, että asiakkaan mukana oleva koira on työkoira?",How do you recognise that the dog the customer has with them is a working dog?,Koira on suuri ja rauhallinen.,The dog is large and calm.,Asiakas sanoo sen olevan työkoira ilman mitään tunnistetta.,The customer says it is a working dog with no identifying mark.,Koiralla on tunnistusvaljaat.,The dog has identifying harness.,C,koira on työkoira,the dog is a working dog,tunnistusvaljaat,identifying harness,suuri ja rauhallinen; ilman mitään tunnistetta,large and calm; with no identifying mark,A working dog is identified by its official harness (C). Size and calmness (A) are not definitive; the customer's word alone without any identifier (B) is insufficient.,Easy,guide dog; working dog; identification; harness,ai-draft,
Q143,Communication / kielitaito,Q8,"Asiakas on henkilö, joka ei kykene kommunikoimaan kuljettajan kanssa. Mitä kuljettajalta vaaditaan?",The customer cannot communicate with the driver. What is required of the driver?,"Kuljettajalta edellytetään, että asiakas pääsee oikeaan määränpäähän.",The driver is required to ensure the customer reaches the correct destination.,Kuljettajalta edellytetään asiakkaiden kanssa saman kielen osaamista.,The driver is required to speak the same language as the customer.,Kuljettajalta edellytetään poikkeuslupaa kuljetuksen suorittamiseen.,The driver is required to have an exemption permit to carry out the transport.,A,ei kykene kommunikoimaan kuljettajan kanssa,cannot communicate with the driver,asiakas pääsee oikeaan määränpäähän,the customer reaches the correct destination,saman kielen osaamista; poikkeuslupaa,speaking the same language; an exemption permit,The driver must get the customer to their destination (A).,Medium,communication; destination,ai-draft,
