Question ID,Topic,Ref #,Question (FI),Question (EN),Option A (FI),Option A (EN),Option B (FI),Option B (EN),Option C (FI),Option C (EN),Correct (A/B/C),Focus words (FI),Focus words (EN),Positive clues (FI),Positive clues (EN),Negative clues (FI),Negative clues (EN),Explanation (EN),Difficulty,Tags,Status,Reviewer notes
Q180,Maksu / kuitti / hinta,P1,"Asiakkaanasi oleva kiireinen herra Möttönen pyytää sinua pysähtymään hyvin vilkkaasti liikennöidyssä paikassa, jotta hän voi jäädä pois. Mikä seuraavista tilannetta koskevista väittämistä on oikein?","Your customer, Mr Möttönen in a hurry, asks you to stop in a very busy place so he can get out. Which of the following statements about the situation is correct?","Herra Möttösellä on oikeus valita pysähtymispaikka, sillä hän maksaa kyydistä.",Mr Möttönen has the right to choose the stopping place because he is paying for the ride.,"Herra Möttösellä on velvollisuus maksaa mahdollinen sakkomaksu, mikäli hän on pyytänyt pysähtymään kielletyssä paikassa.",Mr Möttönen must pay any fine if he asked you to stop in a prohibited place.,"Asiakkaan turvallinen autoon tulo ja poistuminen on aina kuljettajan vastuulla, joten jos pysähtymispaikka on sellainen, ettei herra Möttönen voi siinä turvallisesti poistua, etsit paremman paikan.","The safe boarding and alighting of the customer is always the driver's responsibility, so if the stopping place is unsafe, you find a better one.",C,pysähtymään hyvin vilkkaasti liikennöidyssä paikassa,stop in a very busy place,Asiakkaan turvallinen autoon tulo ja poistuminen on aina kuljettajan vastuulla; etsit paremman paikan,safe alighting is the driver's responsibility; you find a better place,oikeus valita pysähtymispaikka; velvollisuus maksaa mahdollinen sakkomaksu,has the right to choose the stopping place; must pay the fine,"Safe drop-off is always the driver's responsibility; if the requested spot is unsafe, find a safer one (C). The customer cannot dictate an unsafe stop (A), and fines are the driver's responsibility (B) — the driver should not have stopped there.",Medium,stopping place; safety; driver responsibility,ai-draft,
Q181,Puhelin / viestimet,P11,Mikä seuraavista väittämistä pitää paikkansa?,Which of the following statements is true?,"Jos kuljettaja joutuu auton liikkuessa soittamaan puhelun, hänen ei tarvitse käyttää hands-free-laitetta.","If the driver must make a call while the vehicle is moving, they do not need to use a hands-free device.","Mikäli taksissa ei ole asiakkaita, saa kuljettaja ajoneuvon liikkuessa katsella televisiokuvaa integroidusta näytöstä.","If there are no customers in the taxi, the driver may watch television on an integrated screen while the vehicle is moving.","Kuljettaja saa soittaa puhelun ajon aikana hands-free-laitetta käyttäen, jos se on kuljetuksen suorittamiseksi välttämätöntä.","The driver may make a phone call while driving using a hands-free device, if it is essential for carrying out the transport.",C,ajon aikana,while driving,"hands-free-laitetta käyttäen, jos se on kuljetuksen suorittamiseksi välttämätöntä",using a hands-free device if essential for the transport,ei tarvitse käyttää hands-free-laitetta; katsella televisiokuvaa,does not need a hands-free device; watch television,Calls while driving require hands-free and must be necessary for the transport (C). No hands-free (A) and watching TV while driving (B) are both illegal.,Easy,phone; hands-free; television; driving,ai-draft,
Q182,Puhelin / viestimet,P17,"Olet ottanut asiakkaan kyytiin paikkakuntasi taksiasemalta. Olette ajaneet hyvän matkaa, kun taksin puhelin soi. Huomaat, että hands-free-laite on jäänyt kotiin. Mitä teet?",You have taken a customer from your local taxi rank. You have driven a good distance when the taxi phone rings. You notice the hands-free device was left at home. What do you do?,"Vastaan puhelimeen normaalisti, pahoittelen asiakkaalle puhelimen aiheuttamaa häiriötä ja vastaan sitten puheluun.","I answer the phone normally, apologise to the customer for the interruption, and take the call.","Pysähdyn tien varteen, jotta voin kirjoittaa ylös välttämättömät tiedot. Voin pitää taksimittarin päällä.",I pull over so I can write down essential information. I may keep the meter running.,"Pahoittelen asiakkaalle puhelimen aiheuttamaa häiriötä, en vastaa siihen, soitan takaisin kyydin päätyttyä.","I apologise to the customer for the interruption, do not answer, and call back when the ride is over.",C,hands-free-laite on jäänyt kotiin,the hands-free device was left at home,en vastaa siihen; soitan takaisin kyydin päätyttyä,I do not answer; call back when the ride is over,Vastaan puhelimeen normaalisti; Pysähdyn tien varteen,I answer normally; I pull over,Without hands-free you cannot legally answer while driving; apologise and call back (C). Answering without hands-free (A) is illegal; pulling over to take notes (B) with the meter running exploits the customer.,Medium,phone; no hands-free; call back,ai-draft,
Q183,Asiakkaan pyyntö / alkoholi,P2,Mikä seuraavista vaihtoehdoista on oikein?,Which of the following is correct?,Taksiluvan haltijalla on oikeus poikkeustapauksessa ohittaa kuljettajan alkolukon käyttövelvollisuus.,The taxi licence holder has the right in exceptional cases to override the driver's alcolock obligation.,"Alkoholia ei tule nauttia ennen ajovuoroa, koska nautittu alkoholi aiheuttaa aina väsymystä ja heikentää ajokykyä.",Alcohol must not be consumed before a driving shift because alcohol always causes fatigue and impairs driving ability.,"Jos kuljettaja ei saa puhalluksen jälkeen ajoneuvoa käyntiin, kuljettaja voi aina vaihtaa sellaiseen ajoneuvoon, jossa ei ole alkolukkoa.","If the driver cannot start the vehicle after blowing, the driver may always switch to a vehicle without an alcolock.",B,Alkoholia ei tule nauttia ennen ajovuoroa,alcohol before a driving shift,aiheuttaa aina väsymystä ja heikentää ajokykyä,always causes fatigue and impairs driving ability,"ohittaa kuljettajan alkolukon käyttövelvollisuus; voi aina vaihtaa sellaiseen ajoneuvoon, jossa ei ole alkolukkoa",override the alcolock obligation; may always switch to a vehicle without an alcolock,Alcohol before a shift is not permitted as it impairs driving (B). The licence holder cannot override the alcolock (A); switching to a vehicle without an alcolock to bypass it (C) is illegal.,Medium,alcohol; alcolock; driving fitness,ai-draft,
Q184,Muu / asiakastilanne,P24,"Miten tulee toimia, kun noudat hyvin iäkkään hitaasti liikkuvan asiakkaan liikenteisestä paikasta?","How should you act when picking up a very elderly, slow-moving customer in a busy location?","Avustan häntä ottamalla käsivarresta kiinni kysymättä, tarvitseeko hän apua.",I assist them by taking their arm without asking whether they need help.,"Pyydän asiakasta kiirehtimään autoon, koska kaupan edessä on vilkas liikenne.",I ask the customer to hurry into the car because of the busy traffic in front of the shop.,"Nouset ajoneuvosta ja tiedustelet, tarvitseeko hän apua.",You get out of the vehicle and ask whether they need help.,C,hyvin iäkkään hitaasti liikkuvan asiakkaan,"a very elderly, slow-moving customer","Nouset ajoneuvosta; tiedustelet, tarvitseeko hän apua",you get out; ask whether they need help,kysymättä; kiirehtimään autoon,without asking; hurry into the car,Get out and ask first (C). Taking the arm without consent (A) and rushing an elderly customer (B) are both wrong.,Easy,elderly; slow-moving; assistance; consent,ai-draft,
Q185,Muu / asiakastilanne,P29,Mikä seuraavista on paras tapa toimia? Asiakkaanasi on ikääntynyt avustettava henkilö. Asiakas jätetään hoitolaitoksen luona.,Which is the best course of action? Your customer is an elderly person who needs assistance. The customer is dropped at a care facility.,"Kuljettajan vastuu päättyy, kun asiakas on noussut ulos autosta.",The driver's responsibility ends when the customer has got out of the car.,"Taksinkuljettajan tulee huolehtia, että asiakas pääsee tarvittaessa hoitohenkilökunnan luokse.",The taxi driver must ensure the customer reaches the care staff if needed.,Taksinkuljettajan tulee aina myös huolehtia asiakkaan ulkovaatteiden riisumisesta.,The taxi driver must also always take care of removing the customer's outdoor clothes.,B,ikääntynyt avustettava henkilö; hoitolaitoksen luona,an elderly person who needs assistance; at a care facility,asiakas pääsee tarvittaessa hoitohenkilökunnan luokse,the customer reaches the care staff,"vastuu päättyy, kun asiakas on noussut ulos; ulkovaatteiden riisumisesta",responsibility ends when out of the car; removing outdoor clothes,Ensure the customer is handed to the care staff (B). Stopping at the car door (A) is insufficient; removing clothing (C) is not the driver's duty.,Medium,elderly; care facility; duty of care,ai-draft,
Q186,Maksu / kuitti / hinta,P3,"Miten toimit, kun asiakas pyytää ajamaan ylinopeutta?",How do you act when a customer asks you to speed?,"Voit ajaa ylinopeutta, jos asiakas on sopinut, että hän maksaa ylinopeussakot.",You may speed if the customer has agreed to pay the speeding fines.,"Kerrot asiakkaalle, ettet voi ajaa ylinopeutta, mutta teet parhaasi, jotta hän pääsee turvallisesti perille nopeinta mahdollista reittiä.","You tell the customer you cannot speed, but do your best to get them there safely via the fastest possible route.","Voit ajaa ylinopeutta, jos asiakkaalla on siihen perusteltu syy.",You may speed if the customer has a justified reason.,B,pyytää ajamaan ylinopeutta,asks you to speed,ettet voi ajaa ylinopeutta; nopeinta mahdollista reittiä,you cannot speed; the fastest possible route,"jos asiakas on sopinut, että hän maksaa ylinopeussakot; jos asiakkaalla on siihen perusteltu syy",if the customer pays the fines; if the customer has a justified reason,You cannot speed regardless; explain this and use the fastest legal route (B). Neither payment (A) nor justification (C) makes speeding permissible.,Easy,speeding; illegal; customer request,ai-draft,
Q187,Maksu / kuitti / hinta,P35,"Miten tulee toimia, kun maksuhetkellä asiakas on haluton maksamaan matkansa?","How should you act when, at payment time, the customer is unwilling to pay for the journey?",Kutsun paikalle poliisin selvittämään asiaa.,I call the police to resolve the matter.,Kutsun paikalle mahdollisimman monta muuta taksinkuljettajaa selvittämään asiaa.,I call as many other taxi drivers as possible to resolve the matter.,Otan asiakkaalta väkisin arvoesineensä maksun pantiksi.,I forcibly take a valuable item from the customer as a payment pledge.,A,haluton maksamaan,unwilling to pay,Kutsun paikalle poliisin,I call the police,mahdollisimman monta muuta taksinkuljettajaa; väkisin arvoesineen,as many other taxi drivers as possible; forcibly take a valuable item,Call the police to resolve a payment dispute (A). Calling other drivers (B) is not helpful; taking property by force (C) is illegal.,Easy,payment refusal; police; non-payment,ai-draft,
Q188,Valitus / palvelun taso,P36,Taksinkuljettajalla on huono päivä eikä mikään tunnu menevän hyvin. Hän on töykeä eräälle asiakkaalle. Asiakas tekee tilanteesta valituksen. Onko asiakkaalla oikeus valittaa saamastaan palvelusta?,The driver is having a bad day and is rude to one customer. The customer makes a complaint. Does the customer have the right to complain about the service they received?,"Kyllä, sillä asiakkaita kohtaan tulee aina käyttäytyä kohteliaasti ja asiallisesti.","Yes, because customers must always be treated politely and professionally.","Ei, sillä asiakas ei osta taksiin tullessaan iloista palvelua vaan kuljetuksen määränpäähän.","No, because when taking a taxi the customer is buying transport to a destination, not cheerful service.","Ei, sillä kyseinen tapa on Reinikaisen tapa toimia, eikä häntä siitä voi moittia.","No, because that is just the way Reinikainen operates and cannot be criticised.",A,töykeä eräälle asiakkaalle,rude to a customer,asiakkaita kohtaan tulee aina käyttäytyä kohteliaasti ja asiallisesti,customers must always be treated politely and professionally,"Ei, sillä asiakas ei osta taksiin tullessaan iloista palvelua; voi moittia",not buying cheerful service; cannot be criticised,"Customers always have the right to complain about rude treatment (A). B and C both deny the right to basic polite service, which is regulated.",Easy,complaint; customer rights; rude driver,ai-draft,
Q189,Asiakkaan pyyntö / alkoholi,P37,"Kyydissäsi on liikuntarajoitteinen asiakas, joka tarvitsisi kaksi pulloa viiniä. Asiakas pyytää sinua hakemaan viinipullot Alkosta, koska liikkuminen on hänelle hankalaa. Mitä vastaat asiakkaan pyyntöön?",You have a customer with limited mobility who needs two bottles of wine. They ask you to fetch the bottles from Alko because moving around is difficult. What do you reply?,"""Valitettavasti laki kieltää minua hakemasta alkoholia asiakkaille.""","""Unfortunately the law prevents me from fetching alcohol for customers.""","""Tottahan toki voin hakea ne. Mutta älä ihmettele, jos Alkon myyjä tulee tarkistamaan autoon, kenelle juomat tulevat.""","""Of course I can get them. But don't be surprised if an Alko staff member comes to the car to check who the drinks are for.""","""Tottahan toki voin hakea, mutta sinun täytyy kirjoittaa minulle kirjallinen valtakirja, jossa valtuutat minut hakemaan itsellesi juomat.""","""Of course I can get them, but you must write me a written power of attorney authorising me to fetch the drinks for you.""",A,liikuntarajoitteinen asiakas; hakemaan viinipullot Alkosta,a customer with limited mobility; fetch wine bottles from Alko,laki kieltää minua hakemasta alkoholia,the law prevents me from fetching alcohol,Tottahan toki voin hakea,of course I can get them,A taxi driver is legally prohibited from purchasing alcohol for customers (A).,Medium,alcohol; legal prohibition; customer request,ai-draft,
Q190,Keskustelu / palvelutapa,P38,Mikä seuraavista on hyvää asiakaspalvelua?,Which of the following is good customer service?,"Kuljettaja tervehtii kohteliaasti ja tunnustelee, onko asiakas halukas jutustelemaan, ja antaa asiakkaan päättää aiheesta.","The driver greets politely, gauges whether the customer wants to chat, and lets the customer choose the topic.",Kuljettaja tervehtii kohteliaasti ja suostuu keskustelemaan ainoastaan ajoreitiin liittyvistä asioista.,The driver greets politely and agrees to discuss only route-related matters.,Kuljettaja tervehtii kohteliaasti ja aloittaa keskustelun itselleen mieluisesta aiheesta.,The driver greets politely and starts a conversation about a topic they personally enjoy.,A,hyvää asiakaspalvelua,good customer service,"tunnustelee, onko asiakas halukas jutustelemaan; antaa asiakkaan päättää aiheesta",gauges whether the customer wants to chat; lets the customer choose the topic,ainoastaan ajoreitiin liittyvistä; itselleen mieluisesta aiheesta,only route-related; a topic they enjoy,Read the customer and follow their lead (A).,Easy,customer service; conversation,ai-draft,
Q191,Asiakkaan pyyntö / alkoholi,P41,"Erään helmikuisen torstai-yön ulkolämpötila on −30 °C. Olet saanut lentokentältä varsin väsyneen oloisen asiakkaan, joka on nauttinut muutaman alkoholiannoksen. Kyyti sujuu hyvin ja perille päästyänne asiakas lähtee hoippumaan kohti kotioveaan. Miten toimit?",On a February Thursday night the outdoor temperature is −30 °C. You have picked up a tired-looking customer from the airport who has had a few drinks. The ride goes well. On arrival the customer staggers toward their front door. How do you act?,"Varmistat, että asiakas pääsee kotiovesta sisään. Tämän jälkeen voit jatkaa matkaa.",You make sure the customer gets through the front door. After that you may continue.,"Asiakkaan poistuessa taksista hän ei ole enää sinun vastuullasi, joten voit jatkaa matkaasi.","Once the customer has left the taxi they are no longer your responsibility, so you may continue your journey.","Puhautat asiakkaan ennen kuin päästät hänet ulos autosta. Jos hän puhaltaa yli 0,5 ‰, viet hänet poliisin selviämisasemalle.","You breathalyse the customer before letting them out of the car. If they blow over 0.5‰, you take them to the police sobering station.",A,−30 °C; nauttinut muutaman alkoholiannoksen,−30 °C; had a few drinks,"Varmistat, että asiakas pääsee kotiovesta sisään",you make sure the customer gets through the front door,ei ole enää sinun vastuullasi; Puhautat asiakkaan,no longer your responsibility; you breathalyse the customer,"In extreme cold with an intoxicated customer, make sure they get safely indoors (A). Abandoning them at −30 °C (B) risks their life; breathalysing a passenger (C) is not the driver's role.",Medium,drop-off; cold weather; intoxicated; duty of care,ai-draft,
Q192,Löytötavara,P42,"Kuinka tulee toimia tilanteessa, jossa kyydin päätyttyä huomaat asiakkaan unohtaneen ajoneuvoon käsilaukkunsa?","How should you act when, at the end of the ride, you notice the customer has left their handbag in the vehicle?",Voit viedä käsilaukun kotiisi ja jäädä odottamaan asiakkaan yhteydenottoa.,You may take the handbag home and wait for the customer to contact you.,Toimitat käsilaukun tilausvälitysyhtiön toimistolle viimeistään viikon kuluessa.,You deliver the handbag to the dispatch company within one week.,Toimitat käsilaukun viipymättä asiakkaalle tai poliisin löytötavaratoimistoon.,You deliver the handbag to the customer or the police lost-property office without delay.,C,unohtaneen ajoneuvoon käsilaukkunsa,left their handbag in the vehicle,viipymättä asiakkaalle tai poliisin löytötavaratoimistoon,to the customer or police lost-property office without delay,viedä käsilaukun kotiisi; viimeistään viikon kuluessa,take the handbag home; within one week,Return the item to the customer or the police immediately (C). Taking it home (A) and waiting up to a week (B) are both too slow.,Medium,lost property; police; prompt return,ai-draft,
Q193,Keskustelu / palvelutapa,P43,Kuljettaja pystyy vaikuttamaan merkittävästi asiakkaan matkustusmukavuuteen. Mitä sinulta odotetaan?,The driver can significantly influence the customer's travel comfort. What is expected of you?,Jatkuvaa keskustelun ylläpitoa.,Continuous conversation.,"Hyvää pelisilmää, sillä joskus asiakkaat eivät halua keskustella ja taas toisinaan asiakas haluaa juttukumppanin.","Good situational awareness — sometimes customers do not want to talk, other times they want a conversation partner.",Huomaamatonta ja äänetöntä olemusta.,An unobtrusive and silent demeanour.,B,matkustusmukavuuteen,travel comfort,Hyvää pelisilmää; joskus asiakkaat eivät halua keskustella,good situational awareness; sometimes customers do not want to talk,Jatkuvaa keskustelun ylläpitoa; äänetöntä olemusta,continuous conversation; silent demeanour,Read the customer and adapt (B). Continuous talking (A) and constant silence (C) are both extremes.,Easy,comfort; situational awareness; conversation,ai-draft,
Q194,Muu / asiakastilanne,P5,"Liikenteessä on poikkeusjärjestelyjä liikenneonnettomuuden vuoksi. Saat samaan aikaan keskenään ristiriitaisia toimintaohjeita kolmelta taholta, jotka eivät tiedä toisistaan. Kenellä seuraavista on määräysvalta eli kenen ohjeita sinun tulee noudattaa?",There are special traffic arrangements due to an accident. You receive contradictory instructions simultaneously from three parties who are unaware of each other. Who of the following has authority — whose instructions must you follow?,Liikennevirasto.,The Finnish Transport Agency.,Poliisi.,The police.,Työnantajasi.,Your employer.,B,ristiriitaisia toimintaohjeita; määräysvalta,contradictory instructions; authority,Poliisi,the police,Liikennevirasto; Työnantajasi,the Transport Agency; your employer,At an accident scene the police have authority and their instructions override others (B). The Transport Agency (A) issues regulations but does not direct on-site traffic; the employer (C) cannot override a police officer.,Medium,accident; police authority; traffic management,ai-draft,
Q195,Maksu / kuitti / hinta,P51,"Miten kuljettajan tulee valita käytettävä ajoreitti kohteeseen, jos matkustaja jättää valinnan kuljettajalle ja matkan hinta perustuu matkan pituuteen tai matkaan käytettävään aikaan?",How must the driver choose the route when the passenger leaves the choice to the driver and the fare is based on distance or time?,"Kuljettajan ei tarvitse valita reittiä, koska asiakkaan tulee tietää reitti perille.",The driver does not need to choose because the customer must know the way.,Kuljettaja voi valita minkä reitin tahansa.,The driver may choose any route.,Kuljettajan tulee valita matkustajan kannalta edullisin ja tarkoituksenmukainen reitti.,The driver must choose the most cost-effective and appropriate route for the passenger.,C,matkan hinta perustuu matkan pituuteen tai matkaan käytettävään aikaan,fare based on distance or time,edullisin ja tarkoituksenmukainen reitti,most cost-effective and appropriate route,ei tarvitse valita reittiä; minkä reitin tahansa,does not need to choose; any route,The driver must choose the most efficient route for the customer (C).,Medium,route; meter fare; driver duty,ai-draft,
Q196,Muu / asiakastilanne,P57,Mikä seuraavista on peruste taksinkuljettajan ajoluvan peruuttamiselle?,Which of the following is a ground for revoking a taxi driver's licence?,Kuljettaja ei ole työskennellyt viimeisen kolmen vuoden aikana taksinkuljettajana.,The driver has not worked as a taxi driver in the last three years.,Alueella toimivat taksinkuljettajat ja taksiyrittäjät suosittelevat ajoluvan peruuttamista.,The taxi drivers and taxi operators in the area recommend revoking the licence.,Kuljettaja on syyllistynyt törkeään liikenneturvallisuuden vaarantamiseen.,The driver has committed aggravated endangerment of traffic safety.,C,ajoluvan peruuttamiselle,revoking the licence,törkeään liikenneturvallisuuden vaarantamiseen,aggravated endangerment of traffic safety,ei ole työskennellyt viimeisen kolmen vuoden; suosittelevat ajoluvan peruuttamista,has not worked in three years; recommend revoking,Committing a serious traffic offence is a ground for revocation (C).,Medium,licence revocation; traffic offence,ai-draft,
Q197,Asiakkaan pyyntö / alkoholi,P59,Mikä seuraavista väittämistä on virheellinen?,Which of the following statements is incorrect?,Ajoneuvo tulee olla rekisteröity luvanvaraiseen liikenteeseen.,The vehicle must be registered for licensed transport.,Kuljettajalla tulee olla aina mukana taksinkuljettajan ajolupa.,The driver must always carry the taxi driver's licence.,Jokaisessa taksissa tulee olla alkolukko.,Every taxi must have an alcolock.,C,virheellinen,incorrect,Jokaisessa taksissa tulee olla alkolukko,every taxi must have an alcolock,rekisteröity luvanvaraiseen liikenteeseen; aina mukana taksinkuljettajan ajolupa,registered for licensed transport; always carry the licence,"C is the incorrect statement — alcolocks are only required in school/daycare transport vehicles, not all taxis.",Medium,alcolock; incorrect statement,ai-draft,
Q198,Maksu / kuitti / hinta,P60,"Miten toimit, kun asiakas pyytää pysähtymään ja odottamaan paikassa, jossa pysähtyminen on kielletty?",How do you act when a customer asks you to stop and wait in a place where stopping is prohibited?,"Asiakkaalla on oikeus valita pysähtymispaikka, sillä hän maksaa kyydistä.",The customer has the right to choose the stopping place because they are paying for the ride.,Taksinkuljettaja voi perustellusta syystä poiketa pysähtymissäännöistä.,A taxi driver may deviate from stopping rules for a justified reason.,"Voit jäädä odottamaan sellaiseen paikkaan, jossa pysähtyminen on sallittu.",You wait in a place where stopping is permitted.,C,pysähtyminen on kielletty,stopping is prohibited,"paikkaan, jossa pysähtyminen on sallittu",a place where stopping is permitted,oikeus valita pysähtymispaikka; voi perustellusta syystä poiketa pysähtymissäännöistä,the right to choose the stopping place; may deviate from stopping rules,Wait where stopping is legal (C). The customer cannot dictate an illegal stop (A); taxis have no blanket exemption from stopping rules (B).,Easy,stopping; no-stopping zone; traffic rules,ai-draft,
Q199,Muu / asiakastilanne,P61,Kenellä on vastuu työvuorossa käytettävän taksin liikennekelpoisuudesta?,Who is responsible for the roadworthiness of the taxi used during a work shift?,Kuljettajalla.,The driver.,Taksintarkastajalla.,The taxi inspector.,Katsastajalla.,The vehicle inspector.,A,liikennekelpoisuudesta; työvuorossa,roadworthiness; during a work shift,Kuljettajalla,the driver,Taksintarkastajalla; Katsastajalla,the taxi inspector; the vehicle inspector,The driver on shift is responsible for verifying the taxi's roadworthiness before use (A). Inspectors carry out periodic checks but are not responsible for the vehicle's condition on each shift.,Medium,roadworthiness; driver responsibility; shift,ai-draft,
Q200,Reitti / osoite,P62,"Asiakas tulee kyytiin taksiasemalta ja ilmoittaa haluavansa osoitteeseen, joka ei ole sinulle tuttu ennestään. Kuinka toimit?",A customer boards from the taxi rank and gives an address you do not know. How do you act?,"Lähdet ajamaan siihen suuntaan, jossa epäilet osoitteen sijaitsevan.",You start driving in the direction where you think the address might be.,Näpyttelet osoitteen navigaattoriin ja seuraat sen antamia neuvoja.,You type the address into the sat-nav and follow its guidance.,"Kerrot asiakkaalle, että osoite ei valitettavasti ole sinulle ennestään tuttu, ja tiedustelet samalla hiukan lisätietoja osoitteesta.","You tell the customer the address is unfortunately not familiar to you, and ask for a little more information about it.",C,ei ole sinulle tuttu ennestään,an address you do not know,Kerrot asiakkaalle; tiedustelet samalla hiukan lisätietoja osoitteesta,you tell the customer; ask for more information,"ajamaan siihen suuntaan, jossa epäilet; Näpyttelet osoitteen navigaattoriin",driving in the direction you guess; type it into the sat-nav,Be transparent and ask for more information (C). Guessing (A) risks taking a wrong route; relying only on the sat-nav (B) without confirming risks errors.,Easy,unknown address; communication; transparency,ai-draft,
Q201,Reitti / osoite,P66,"Saat kyytiin kiireisen toimitusjohtajan, joka vaatii sinua ajamaan ylinopeutta ja lupaa maksaa mahdolliset ylinopeussakot. Kuinka toimit?","A hurrying CEO boards your taxi and demands you speed, promising to pay any fines. How do you act?","Kerrot asiakkaalle, ettet voi ajaa ylinopeutta, mutta teet parhaasi, jotta hän pääsee turvallisesti perille nopeinta mahdollista reittiä.","You tell the customer you cannot speed, but do your best to get them there safely via the fastest possible route.","Toteat, että sopimus kuulostaa reilulta, ja lähdet ajamaan niin nopeasti kuin pääset.",You agree the deal sounds fair and drive as fast as you can.,"Toteat asiakkaalle, ettet voi ottaa häntä lainkaan kyytiin, ja kutsut poliisin paikalle, sillä asiakas yllytti sinua rikokseen.","You tell the customer you cannot take them at all and call the police, because the customer incited you to commit an offence.",A,vaatii sinua ajamaan ylinopeutta; lupaa maksaa mahdolliset ylinopeussakot,demands you speed; promises to pay fines,ettet voi ajaa ylinopeutta; nopeinta mahdollista reittiä,you cannot speed; the fastest possible route,ajamaan niin nopeasti kuin pääset; kutsut poliisin paikalle,drive as fast as you can; call the police,"Refuse to speed, explain clearly, and use the fastest legal route (A). No agreement makes speeding legal (B); calling the police for this request is disproportionate (C).",Easy,speeding; illegal; customer request,ai-draft,
Q202,Puhelin / viestimet,P7,Mikä seuraavista on hyvää viestimien käyttöön liittyvää asiakaspalvelua?,Which of the following is good customer service regarding device use?,"Kuljettaja voi lähettää viestejä, jos puhelin on äänettömällä.",The driver may send messages if the phone is on silent.,"Puhelun soittaminen, jos se on kuljetuksen suorittamiseksi välttämätöntä.",Making a call if it is essential for carrying out the transport.,"Kuljettaja voi puhua henkilökohtaisia puheluita, jos asiakas ei ole huomannut.",The driver may make personal calls if the customer has not noticed.,B,viestimien käyttöön,device use,"Puhelun soittaminen, jos se on kuljetuksen suorittamiseksi välttämätöntä",making a call if essential for the transport,voi lähettää viestejä; henkilökohtaisia puheluita,may send messages; personal calls,"Only calls essential for the transport are permitted, with hands-free (B). Silent mode (A) and customer unawareness (C) are not valid exceptions.",Medium,phone; device use; essential,ai-draft,
Q203,Reitti / osoite,P71,Taksinkuljettajan ajolupaa hakevalla henkilöllä on täytettävä tietyt terveysvaatimukset. Miten terveysvaatimusten täyttyminen osoitetaan?,A taxi driver licence applicant must meet certain health requirements. How is compliance with the health requirements demonstrated?,Lääkärin tarkastuksella ja siitä saatavalla todistuksella taksinkuljettajan ajolupaa haettaessa.,By a medical examination and the certificate obtained from it when applying for the taxi driver's licence.,Omalla kirjallisella terveydentilaa koskevalla raportilla.,By the applicant's own written health report.,Terveydentilaa ei tarvitse todistaa millään tavalla.,Health does not need to be proven in any way.,A,terveysvaatimukset; taksinkuljettajan ajolupaa,health requirements; taxi driver's licence,Lääkärin tarkastuksella ja siitä saatavalla todistuksella,a medical examination and certificate,Omalla kirjallisella terveydentilaa koskevalla raportilla; ei tarvitse todistaa,own written report; does not need to be proven,"A medical examination and certificate are required when applying for a taxi licence (A). A self-report (B) is insufficient, and no proof at all (C) is incorrect.",Medium,health requirements; licence; medical certificate,ai-draft,
Q204,Keskustelu / palvelutapa,P74,"Miten toimit, kun kyytiin tulee asiakas, joka ilmoittaa, ettei hän halua keskustella?",How do you act when a customer boards and says they do not want to talk?,Annan asiakkaan istua rauhassa kyydissä ja ainoastaan pyydän reittiin liittyviä asioita.,I let the customer sit in peace and only ask route-related matters.,"Kuljettajan tulee osoittaa asiakkaalle, että hänellä on huono vuorovaikutus, eikä hän halua keskustella.",The driver must show the customer that they have poor social skills and do not want to talk either.,"Kuljettaja yrittää keskustella koko matkan ajan, sillä taksinkuljettaja huolehtii keskustelun ylläpitämisestä.",The driver tries to talk the whole journey because the driver maintains conversation.,A,ettei hän halua keskustella,does not want to talk,Annan asiakkaan istua rauhassa,let the customer sit in peace,huono vuorovaikutus; yrittää keskustella koko matkan,poor social skills; tries to talk the whole journey,Respect the customer's wish for silence and only speak for route matters (A).,Easy,quiet customer; respect,ai-draft,
Q205,Muu / asiakastilanne,P77,Saako taksinkuljettaja työskennellä yhtäjaksoisesti 15 tuntia?,May a taxi driver work 15 consecutive hours?,"Kyllä, jos työtä ei voida muulla tavoin tarkoituksenmukaisesti järjestää.","Yes, if the work cannot otherwise be arranged appropriately.","Kyllä, jos kuljettaja itse haluaa.","Yes, if the driver themselves wants to.","Kyllä, jos työnantaja kuuluu taksiyrittäjäliittoon.","Yes, if the employer belongs to the taxi operators' association.",A,yhtäjaksoisesti 15 tuntia,15 consecutive hours,jos työtä ei voida muulla tavoin tarkoituksenmukaisesti järjestää,if the work cannot otherwise be arranged appropriately,jos kuljettaja itse haluaa; jos työnantaja kuuluu taksiyrittäjäliittoon,if the driver wants to; if the employer belongs to the association,Extended shifts up to 15 hours are permitted only when work cannot otherwise be arranged appropriately (A). The driver's own wish (B) or employer membership (C) are not sufficient grounds.,Medium,working hours; 15 hours; shift length,ai-draft,
